,obj,x,y,height,width,frame
269496,27109,582,93,15,23,18704
269497,27109,582,93,15,23,18705
269498,27109,582,94,15,23,18706
269499,27109,582,94,15,23,18707
269500,27109,582,93,15,23,18708
269501,27109,582,93,16,23,18709
269502,27109,582,93,16,23,18712
269503,27109,582,93,16,23,18713
269504,27109,582,93,16,23,18714
269505,27109,582,93,16,23,18715
269506,27109,582,92,17,23,18716
269507,27109,582,93,16,23,18717
269508,27109,582,92,17,23,18718
269509,27109,582,92,17,23,18719
269510,27109,582,93,16,23,18720
269511,27109,582,93,16,23,18721
269512,27109,582,93,15,22,18722
269513,27109,582,93,15,22,18723
269514,27109,582,92,16,21,18724
269515,27109,582,92,16,21,18725
269516,27109,582,92,16,21,18726
269517,27109,582,92,16,21,18727
269518,27109,582,93,16,23,18728
269519,27109,582,92,17,23,18729
269520,27109,582,92,16,21,18730
269521,27109,582,92,16,21,18731
269522,27109,582,92,17,21,18732
269523,27109,582,91,18,21,18733
269524,27109,582,91,18,21,18734
269525,27109,582,91,18,21,18735
269526,27109,582,92,17,21,18736
269527,27109,582,92,17,21,18737
269528,27109,582,92,17,21,18738
269529,27109,582,92,17,21,18739
269530,27109,582,92,17,21,18740
269531,27109,582,92,17,21,18741
269532,27109,582,92,17,21,18742
269533,27109,582,92,17,21,18743
269534,27109,582,93,15,23,18704
269535,27109,582,93,15,23,18705
269536,27109,582,94,15,23,18706
269537,27109,582,94,15,23,18707
269538,27109,582,93,15,23,18708
269539,27109,582,93,16,23,18709
269540,27109,582,93,16,23,18712
269541,27109,582,93,16,23,18713
269542,27109,582,93,16,23,18714
269543,27109,582,93,16,23,18715
269544,27109,582,92,17,23,18716
269545,27109,582,93,16,23,18717
269546,27109,582,92,17,23,18718
269547,27109,582,92,17,23,18719
269548,27109,582,93,16,23,18720
269549,27109,582,93,16,23,18721
269550,27109,582,93,15,22,18722
269551,27109,582,93,15,22,18723
269552,27109,582,92,16,21,18724
269553,27109,582,92,16,21,18725
269554,27109,582,92,16,21,18726
269555,27109,582,92,16,21,18727
269556,27109,582,93,16,23,18728
269557,27109,582,92,17,23,18729
269558,27109,582,92,16,21,18730
269559,27109,582,92,16,21,18731
269560,27109,582,92,17,21,18732
269561,27109,582,91,18,21,18733
269562,27109,582,91,18,21,18734
269563,27109,582,91,18,21,18735
269564,27109,582,92,17,21,18736
269565,27109,582,92,17,21,18737
269566,27109,582,92,17,21,18738
269567,27109,582,92,17,21,18739
269568,27109,582,92,17,21,18740
269569,27109,582,92,17,21,18741
269570,27109,582,92,17,21,18742
269571,27109,582,92,17,21,18743
269572,27109,582,93,15,23,18704
269573,27109,582,93,15,23,18705
269574,27109,582,94,15,23,18706
269575,27109,582,94,15,23,18707
269576,27109,582,93,15,23,18708
269577,27109,582,93,16,23,18709
269578,27109,582,93,16,23,18712
269579,27109,582,93,16,23,18713
269580,27109,582,93,16,23,18714
269581,27109,582,93,16,23,18715
269582,27109,582,92,17,23,18716
269583,27109,582,93,16,23,18717
269584,27109,582,92,17,23,18718
269585,27109,582,92,17,23,18719
269586,27109,582,93,16,23,18720
269587,27109,582,93,16,23,18721
269588,27109,582,93,15,22,18722
269589,27109,582,93,15,22,18723
269590,27109,582,92,16,21,18724
269591,27109,582,92,16,21,18725
269592,27109,582,92,16,21,18726
269593,27109,582,92,16,21,18727
269594,27109,582,93,16,23,18728
269595,27109,582,92,17,23,18729
269596,27109,582,92,16,21,18730
269597,27109,582,92,16,21,18731
269598,27109,582,92,17,21,18732
269599,27109,582,91,18,21,18733
269600,27109,582,91,18,21,18734
269601,27109,582,91,18,21,18735
269602,27109,582,92,17,21,18736
269603,27109,582,92,17,21,18737
269604,27109,582,92,17,21,18738
269605,27109,582,92,17,21,18739
269606,27109,582,92,17,21,18740
269607,27109,582,92,17,21,18741
269608,27109,582,92,17,21,18742
269609,27109,582,92,17,21,18743
269610,27109,582,93,15,23,18704
269611,27109,582,93,15,23,18705
269612,27109,582,94,15,23,18706
269613,27109,582,94,15,23,18707
269614,27109,582,93,15,23,18708
269615,27109,582,93,16,23,18709
269616,27109,582,93,16,23,18712
269617,27109,582,93,16,23,18713
269618,27109,582,93,16,23,18714
269619,27109,582,93,16,23,18715
269620,27109,582,92,17,23,18716
269621,27109,582,93,16,23,18717
269622,27109,582,92,17,23,18718
269623,27109,582,92,17,23,18719
269624,27109,582,93,16,23,18720
269625,27109,582,93,16,23,18721
269626,27109,582,93,15,22,18722
269627,27109,582,93,15,22,18723
269628,27109,582,92,16,21,18724
269629,27109,582,92,16,21,18725
269630,27109,582,92,16,21,18726
269631,27109,582,92,16,21,18727
269632,27109,582,93,16,23,18728
269633,27109,582,92,17,23,18729
269634,27109,582,92,16,21,18730
269635,27109,582,92,16,21,18731
269636,27109,582,92,17,21,18732
269637,27109,582,91,18,21,18733
269638,27109,582,91,18,21,18734
269639,27109,582,91,18,21,18735
269640,27109,582,92,17,21,18736
269641,27109,582,92,17,21,18737
269642,27109,582,92,17,21,18738
269643,27109,582,92,17,21,18739
269644,27109,582,92,17,21,18740
269645,27109,582,92,17,21,18741
269646,27109,582,92,17,21,18742
269647,27109,582,92,17,21,18743
269648,27109,582,93,15,23,18704
269649,27109,582,93,15,23,18705
269650,27109,582,94,15,23,18706
269651,27109,582,94,15,23,18707
269652,27109,582,93,15,23,18708
269653,27109,582,93,16,23,18709
269654,27109,582,93,16,23,18712
269655,27109,582,93,16,23,18713
269656,27109,582,93,16,23,18714
269657,27109,582,93,16,23,18715
269658,27109,582,92,17,23,18716
269659,27109,582,93,16,23,18717
269660,27109,582,92,17,23,18718
269661,27109,582,92,17,23,18719
269662,27109,582,93,16,23,18720
269663,27109,582,93,16,23,18721
269664,27109,582,93,15,22,18722
269665,27109,582,93,15,22,18723
269666,27109,582,92,16,21,18724
269667,27109,582,92,16,21,18725
269668,27109,582,92,16,21,18726
269669,27109,582,92,16,21,18727
269670,27109,582,93,16,23,18728
269671,27109,582,92,17,23,18729
269672,27109,582,92,16,21,18730
269673,27109,582,92,16,21,18731
269674,27109,582,92,17,21,18732
269675,27109,582,91,18,21,18733
269676,27109,582,91,18,21,18734
269677,27109,582,91,18,21,18735
269678,27109,582,92,17,21,18736
269679,27109,582,92,17,21,18737
269680,27109,582,92,17,21,18738
269681,27109,582,92,17,21,18739
269682,27109,582,92,17,21,18740
269683,27109,582,92,17,21,18741
269684,27109,582,92,17,21,18742
269685,27109,582,92,17,21,18743
