,obj,x,y,height,width,frame
13437,2231,151,353,54,139,12477
13438,2231,151,353,54,139,12478
13439,2231,176,342,64,134,12479
13440,2231,176,342,64,134,12480
13441,2231,188,340,66,132,12481
13442,2231,211,332,67,128,12482
13443,2231,211,333,66,128,12483
13444,2231,233,322,70,128,12484
13445,2231,233,322,70,128,12485
13446,2231,252,316,61,122,12486
13447,2231,252,316,61,122,12487
13448,2231,274,309,62,116,12488
13449,2231,274,309,61,116,12489
13450,2231,294,302,59,112,12490
13451,2231,294,302,59,112,12491
13452,2231,312,295,59,110,12492
13453,2231,312,295,59,110,12493
13454,2231,318,292,58,110,12494
13455,2231,334,286,56,109,12495
13456,2231,334,286,56,109,12496
13457,2231,349,280,55,106,12497
13458,2231,349,280,55,106,12498
13459,2231,364,273,54,104,12499
13460,2231,364,273,54,104,12500
13461,2231,379,269,52,99,12501
13462,2231,379,269,52,99,12502
13463,2231,392,264,51,98,12503
13464,2231,392,264,51,98,12504
13465,2231,399,260,50,97,12505
13466,2231,411,255,50,92,12506
13467,2231,411,255,50,92,12507
13468,2231,422,250,48,94,12508
13469,2231,422,250,48,95,12509
13470,2231,433,247,46,92,12510
13471,2231,433,248,45,91,12511
13472,2231,446,243,45,88,12512
13473,2231,446,243,45,88,12513
13474,2231,457,239,45,88,12514
13475,2231,457,239,45,88,12515
13476,2231,463,237,44,84,12516
13477,2231,470,233,43,85,12517
13478,2231,470,233,43,85,12518
13479,2231,481,230,42,80,12519
13480,2231,481,230,42,80,12520
13481,2231,490,225,44,81,12521
13482,2231,490,225,44,81,12522
13483,2231,500,222,42,77,12523
13484,2231,500,222,42,77,12524
13485,2231,512,217,43,72,12525
13486,2231,512,217,43,72,12526
13487,2231,524,216,41,66,12527
13488,2231,524,216,41,66,12528
13489,2231,523,213,41,71,12529
13490,2231,535,212,39,63,12530
13491,2231,535,212,39,63,12531
13492,2231,542,210,38,64,12532
13493,2231,542,210,38,64,12533
13494,2231,550,208,36,60,12534
13495,2231,550,208,36,60,12535
13496,2231,555,205,36,59,12536
13497,2231,555,205,36,59,12537
13498,2231,561,202,35,59,12538
13499,2231,561,202,35,59,12539
13500,2231,565,201,35,56,12540
13501,2231,571,199,35,56,12541
13502,2231,571,199,35,56,12542
13503,2231,576,197,34,54,12543
13504,2231,576,197,34,54,12544
13505,2231,580,195,33,55,12545
13506,2231,580,195,33,55,12546
13507,2231,586,192,33,52,12547
13508,2231,586,192,33,52,12548
13509,2231,587,188,35,55,12549
13510,2231,587,188,35,55,12550
13511,2231,588,187,34,57,12551
13512,2231,588,187,33,57,12552
13513,2231,594,188,32,54,12553
13514,2231,601,186,32,50,12554
13515,2231,601,186,32,50,12555
13516,2231,606,184,32,48,12556
13517,2231,606,184,32,48,12557
13518,2231,608,182,31,49,12558
13519,2231,608,182,31,49,12559
13520,2231,611,180,31,48,12560
13521,2231,611,180,31,48,12561
13522,2231,617,179,30,45,12562
13523,2231,617,179,30,45,12563
13524,2231,618,179,29,46,12564
13525,2231,622,177,28,45,12565
13526,2231,622,177,28,45,12566
13527,2231,623,175,29,46,12567
13528,2231,625,175,29,45,12568
13529,2231,629,174,28,43,12569
13530,2231,629,174,28,43,12570
13531,2231,631,173,27,43,12571
13532,2231,631,173,27,43,12572
13533,2231,635,170,28,42,12573
13534,2231,635,170,28,42,12574
13535,2231,636,170,28,43,12575
13536,2231,637,169,27,44,12576
13537,2231,637,169,27,44,12577
13538,2231,641,168,27,42,12578
13539,2231,641,168,27,42,12579
13540,2231,642,167,27,43,12580
13541,2231,642,167,27,43,12581
13542,2231,641,165,27,45,12582
13543,2231,641,165,27,45,12583
13544,2231,641,165,26,47,12584
13545,2231,641,165,26,47,12585
13546,2231,649,164,24,41,12586
13547,2231,650,164,24,40,12587
13548,2231,651,163,26,40,12588
13549,2231,655,162,25,38,12589
13550,2231,655,162,25,38,12590
13551,2231,653,161,25,41,12591
13552,2231,653,161,25,41,12592
13553,2231,661,158,24,35,12595
13554,2231,661,158,24,35,12596
13555,2231,658,158,24,40,12597
13556,2231,658,157,25,40,12598
13557,2231,657,157,25,41,12599
13558,2231,658,156,25,42,12600
13559,2231,658,156,25,42,12601
13560,2231,664,156,24,37,12602
13561,2231,664,156,24,37,12603
13562,2231,666,155,24,37,12604
13563,2231,666,155,24,37,12605
13564,2231,668,154,25,35,12606
13565,2231,668,154,25,35,12607
13566,2231,671,153,23,34,12608
13567,2231,670,153,22,35,12609
13568,2231,673,152,21,33,12610
13569,2231,673,152,21,33,12611
13570,2231,673,152,23,34,12612
13571,2231,674,151,23,33,12613
13572,2231,674,151,23,33,12614
13573,2231,675,150,24,33,12615
13574,2231,674,150,24,34,12616
13575,2231,675,149,22,34,12617
13576,2231,674,149,22,35,12618
13577,2231,669,149,22,41,12619
13578,2231,670,149,22,40,12620
13579,2231,680,147,23,31,12621
13580,2231,681,148,21,30,12622
13581,2231,681,147,23,31,12623
13582,2231,680,147,22,33,12624
13583,2231,680,147,22,33,12625
13584,2231,672,146,24,42,12626
13585,2231,671,146,24,43,12627
13586,2231,675,145,23,40,12628
13587,2231,675,145,23,40,12629
13588,2231,681,145,23,35,12630
13589,2231,681,145,22,35,12631
13590,2231,684,145,22,32,12632
13591,2231,685,145,22,31,12633
13592,2231,685,145,21,32,12634
13593,2231,681,143,23,37,12635
13594,2231,681,144,22,37,12636
13595,2231,684,143,21,34,12637
13596,2231,684,143,21,34,12638
13597,2231,682,143,21,36,12639
13598,2231,683,143,21,35,12640
13599,2231,684,142,22,35,12641
13600,2231,684,142,22,35,12642
13601,2231,687,142,21,33,12643
13602,2231,687,142,21,33,12644
13603,2231,687,142,20,33,12645
13604,2231,689,141,21,32,12646
13605,2231,689,141,21,32,12647
13606,2231,689,140,21,32,12648
13607,2231,689,140,21,32,12649
13608,2231,690,140,21,32,12650
13609,2231,690,140,21,32,12651
13610,2231,690,140,21,33,12652
13611,2231,691,140,21,31,12653
13612,2231,689,140,21,35,12654
13613,2231,689,140,21,35,12655
13614,2231,692,139,21,33,12656
13615,2231,693,139,21,32,12657
13616,2231,689,139,21,36,12658
13617,2231,689,138,22,37,12659
13618,2231,689,138,22,37,12660
13619,2231,689,138,21,37,12661
13620,2231,689,138,21,37,12662
13621,2231,681,138,21,46,12663
13622,2231,681,138,21,46,12664
13623,2231,686,137,22,41,12665
13624,2231,686,137,22,41,12666
13625,2231,685,137,22,42,12667
13626,2231,685,137,22,42,12668
13627,2231,696,136,22,32,12669
13628,2231,695,136,22,34,12670
13629,2231,695,136,22,34,12671
13630,2231,697,136,21,32,12672
13631,2231,698,136,21,31,12673
13632,2231,700,136,20,29,12674
13633,2231,700,136,20,29,12675
13634,2231,701,135,21,28,12676
13635,2231,700,135,21,29,12677
13636,2231,700,135,20,29,12678
13637,2231,701,135,20,28,12679
13638,2231,702,136,19,27,12680
13639,2231,703,135,19,26,12683
13640,2231,703,135,19,26,12684
13641,2231,702,135,19,27,12685
13642,2231,702,135,19,27,12686
13643,2231,703,135,19,27,12687
13644,2231,703,135,19,27,12688
13645,2231,704,135,19,26,12689
13646,2231,704,135,19,26,12690
13647,2231,704,135,19,27,12691
13648,2231,704,135,19,26,12692
13649,2231,705,135,19,25,12693
13650,2231,704,135,19,28,12694
13651,2231,704,135,19,28,12695
