,obj,x,y,height,width,frame
187204,28079,283,150,22,35,25055
187205,28079,283,150,22,34,25056
187206,28079,287,152,23,35,25057
187207,28079,287,152,23,35,25058
187208,28079,291,156,23,38,25059
187209,28079,291,156,23,38,25060
187210,28079,296,158,24,38,25061
187211,28079,296,158,24,38,25062
187212,28079,301,161,25,40,25063
187213,28079,301,161,25,40,25064
187214,28079,304,163,25,41,25065
187215,28079,309,167,26,43,25067
187216,28079,316,170,29,44,25068
187217,28079,316,170,29,44,25069
187218,28079,322,174,28,45,25070
187219,28079,322,174,28,45,25071
187220,28079,326,177,31,49,25072
187221,28079,326,177,31,49,25073
187222,28079,283,150,22,35,25055
187223,28079,283,150,22,34,25056
187224,28079,287,152,23,35,25057
187225,28079,287,152,23,35,25058
187226,28079,291,156,23,38,25059
187227,28079,291,156,23,38,25060
187228,28079,296,158,24,38,25061
187229,28079,296,158,24,38,25062
187230,28079,301,161,25,40,25063
187231,28079,301,161,25,40,25064
187232,28079,304,163,25,41,25065
187233,28079,309,167,26,43,25067
187234,28079,316,170,29,44,25068
187235,28079,316,170,29,44,25069
187236,28079,322,174,28,45,25070
187237,28079,322,174,28,45,25071
187238,28079,326,177,31,49,25072
187239,28079,326,177,31,49,25073
187240,28079,283,150,22,35,25055
187241,28079,283,150,22,34,25056
187242,28079,287,152,23,35,25057
187243,28079,287,152,23,35,25058
187244,28079,291,156,23,38,25059
187245,28079,291,156,23,38,25060
187246,28079,296,158,24,38,25061
187247,28079,296,158,24,38,25062
187248,28079,301,161,25,40,25063
187249,28079,301,161,25,40,25064
187250,28079,304,163,25,41,25065
187251,28079,309,167,26,43,25067
187252,28079,316,170,29,44,25068
187253,28079,316,170,29,44,25069
187254,28079,322,174,28,45,25070
187255,28079,322,174,28,45,25071
187256,28079,326,177,31,49,25072
187257,28079,326,177,31,49,25073
187258,28079,283,150,22,35,25055
187259,28079,283,150,22,34,25056
187260,28079,287,152,23,35,25057
187261,28079,287,152,23,35,25058
187262,28079,291,156,23,38,25059
187263,28079,291,156,23,38,25060
187264,28079,296,158,24,38,25061
187265,28079,296,158,24,38,25062
187266,28079,301,161,25,40,25063
187267,28079,301,161,25,40,25064
187268,28079,304,163,25,41,25065
187269,28079,309,167,26,43,25067
187270,28079,316,170,29,44,25068
187271,28079,316,170,29,44,25069
187272,28079,322,174,28,45,25070
187273,28079,322,174,28,45,25071
187274,28079,326,177,31,49,25072
187275,28079,326,177,31,49,25073
187276,28079,291,156,23,38,25059
187277,28079,291,156,23,38,25060
187278,28079,296,158,24,38,25061
187279,28079,296,158,24,38,25062
187280,28079,301,161,25,40,25063
187281,28079,301,161,25,40,25064
187282,28079,304,163,25,41,25065
187283,28079,316,170,29,44,25068
187284,28079,316,170,29,44,25069
187285,28079,322,174,28,45,25070
187286,28079,322,174,28,45,25071
187287,28079,326,177,31,49,25072
187288,28079,326,177,31,49,25073
187289,28079,287,152,23,35,25057
187290,28079,287,152,23,35,25058
187291,28079,309,167,26,43,25067
187292,28079,287,152,23,35,25057
187293,28079,287,152,23,35,25058
187294,28079,309,167,26,43,25067
187295,28079,287,152,23,35,25057
187296,28079,287,152,23,35,25058
187297,28079,309,167,26,43,25067
187298,28079,287,152,23,35,25057
187299,28079,287,152,23,35,25058
187300,28079,309,167,26,43,25067
187301,28079,287,152,23,35,25057
187302,28079,287,152,23,35,25058
187303,28079,309,167,26,43,25067
187304,28079,287,152,23,35,25057
187305,28079,287,152,23,35,25058
187306,28079,309,167,26,43,25067
