,obj,x,y,height,width,frame
26905,369,285,120,16,24,1356
26906,369,285,120,16,24,1357
26907,369,303,127,17,27,1365
26908,369,303,127,17,27,1366
26909,369,308,128,18,27,1367
26910,369,308,128,18,27,1368
26911,369,312,131,17,29,1369
26912,369,312,131,17,29,1370
26913,369,318,132,19,29,1371
26914,369,318,132,19,29,1372
26915,369,326,135,20,30,1374
26916,369,326,135,20,30,1375
26917,369,332,137,20,31,1376
26918,369,332,137,20,31,1377
26919,369,338,139,22,32,1378
26920,369,338,139,22,33,1379
26921,369,343,141,23,35,1380
26922,369,343,141,23,35,1381
26923,369,350,145,22,35,1382
26924,369,350,145,22,35,1383
26925,369,357,147,23,37,1384
26926,369,357,147,23,37,1385
26927,369,360,149,24,37,1386
26928,369,368,151,25,38,1387
26929,369,368,151,25,38,1388
26930,369,376,155,26,40,1389
26931,369,376,155,26,40,1390
26932,369,385,158,28,42,1391
26933,369,385,158,28,42,1392
26934,369,394,163,28,44,1393
26935,369,394,163,28,44,1394
26936,369,403,167,29,46,1395
26937,369,403,167,29,46,1396
26938,369,407,169,31,49,1397
26939,369,418,174,32,50,1398
26940,369,418,174,32,50,1399
26941,369,426,178,34,55,1400
26942,369,426,178,34,55,1401
26943,369,441,185,35,56,1402
26944,369,441,185,35,56,1403
26945,369,454,191,37,59,1404
26946,369,454,191,37,59,1405
26947,369,465,195,43,66,1406
26948,369,465,195,43,66,1407
26949,369,489,209,43,73,1409
26950,369,489,209,43,73,1410
26951,369,506,215,49,77,1411
26952,369,506,215,49,76,1412
26953,369,526,225,53,82,1413
26954,369,526,225,53,82,1414
26955,369,285,120,16,24,1356
26956,369,285,120,16,24,1357
26957,369,303,127,17,27,1365
26958,369,303,127,17,27,1366
26959,369,308,128,18,27,1367
26960,369,308,128,18,27,1368
26961,369,312,131,17,29,1369
26962,369,312,131,17,29,1370
26963,369,318,132,19,29,1371
26964,369,318,132,19,29,1372
26965,369,326,135,20,30,1374
26966,369,326,135,20,30,1375
26967,369,332,137,20,31,1376
26968,369,332,137,20,31,1377
26969,369,338,139,22,32,1378
26970,369,338,139,22,33,1379
26971,369,343,141,23,35,1380
26972,369,343,141,23,35,1381
26973,369,350,145,22,35,1382
26974,369,350,145,22,35,1383
26975,369,357,147,23,37,1384
26976,369,357,147,23,37,1385
26977,369,360,149,24,37,1386
26978,369,368,151,25,38,1387
26979,369,368,151,25,38,1388
26980,369,376,155,26,40,1389
26981,369,376,155,26,40,1390
26982,369,385,158,28,42,1391
26983,369,385,158,28,42,1392
26984,369,394,163,28,44,1393
26985,369,394,163,28,44,1394
26986,369,403,167,29,46,1395
26987,369,403,167,29,46,1396
26988,369,407,169,31,49,1397
26989,369,418,174,32,50,1398
26990,369,418,174,32,50,1399
26991,369,426,178,34,55,1400
26992,369,426,178,34,55,1401
26993,369,441,185,35,56,1402
26994,369,441,185,35,56,1403
26995,369,454,191,37,59,1404
26996,369,454,191,37,59,1405
26997,369,465,195,43,66,1406
26998,369,465,195,43,66,1407
26999,369,489,209,43,73,1409
27000,369,489,209,43,73,1410
27001,369,506,215,49,77,1411
27002,369,506,215,49,76,1412
27003,369,526,225,53,82,1413
27004,369,526,225,53,82,1414
27005,369,285,120,16,24,1356
27006,369,285,120,16,24,1357
27007,369,303,127,17,27,1365
27008,369,303,127,17,27,1366
27009,369,308,128,18,27,1367
27010,369,308,128,18,27,1368
27011,369,312,131,17,29,1369
27012,369,312,131,17,29,1370
27013,369,318,132,19,29,1371
27014,369,318,132,19,29,1372
27015,369,326,135,20,30,1374
27016,369,326,135,20,30,1375
27017,369,332,137,20,31,1376
27018,369,332,137,20,31,1377
27019,369,338,139,22,32,1378
27020,369,338,139,22,33,1379
27021,369,343,141,23,35,1380
27022,369,343,141,23,35,1381
27023,369,350,145,22,35,1382
27024,369,350,145,22,35,1383
27025,369,357,147,23,37,1384
27026,369,357,147,23,37,1385
27027,369,360,149,24,37,1386
27028,369,368,151,25,38,1387
27029,369,368,151,25,38,1388
27030,369,376,155,26,40,1389
27031,369,376,155,26,40,1390
27032,369,385,158,28,42,1391
27033,369,385,158,28,42,1392
27034,369,394,163,28,44,1393
27035,369,394,163,28,44,1394
27036,369,403,167,29,46,1395
27037,369,403,167,29,46,1396
27038,369,407,169,31,49,1397
27039,369,418,174,32,50,1398
27040,369,418,174,32,50,1399
27041,369,426,178,34,55,1400
27042,369,426,178,34,55,1401
27043,369,441,185,35,56,1402
27044,369,441,185,35,56,1403
27045,369,454,191,37,59,1404
27046,369,454,191,37,59,1405
27047,369,465,195,43,66,1406
27048,369,465,195,43,66,1407
27049,369,489,209,43,73,1409
27050,369,489,209,43,73,1410
27051,369,506,215,49,77,1411
27052,369,506,215,49,76,1412
27053,369,526,225,53,82,1413
27054,369,526,225,53,82,1414
27055,369,285,120,16,24,1356
27056,369,285,120,16,24,1357
27057,369,318,132,19,29,1371
27058,369,318,132,19,29,1372
27059,369,326,135,20,30,1374
27060,369,326,135,20,30,1375
27061,369,332,137,20,31,1376
27062,369,332,137,20,31,1377
27063,369,343,141,23,35,1380
27064,369,343,141,23,35,1381
27065,369,350,145,22,35,1382
27066,369,350,145,22,35,1383
27067,369,357,147,23,37,1384
27068,369,357,147,23,37,1385
27069,369,360,149,24,37,1386
27070,369,368,151,25,38,1387
27071,369,368,151,25,38,1388
27072,369,376,155,26,40,1389
27073,369,376,155,26,40,1390
27074,369,385,158,28,42,1391
27075,369,385,158,28,42,1392
27076,369,394,163,28,44,1393
27077,369,394,163,28,44,1394
27078,369,403,167,29,46,1395
27079,369,403,167,29,46,1396
27080,369,407,169,31,49,1397
27081,369,418,174,32,50,1398
27082,369,418,174,32,50,1399
27083,369,426,178,34,55,1400
27084,369,426,178,34,55,1401
27085,369,441,185,35,56,1402
27086,369,441,185,35,56,1403
27087,369,454,191,37,59,1404
27088,369,454,191,37,59,1405
27089,369,465,195,43,66,1406
27090,369,465,195,43,66,1407
27091,369,489,209,43,73,1409
27092,369,489,209,43,73,1410
27093,369,506,215,49,77,1411
27094,369,506,215,49,76,1412
27095,369,526,225,53,82,1413
27096,369,526,225,53,82,1414
33856,552,236,114,16,21,1849
33857,552,236,114,16,21,1850
33858,552,241,116,17,21,1853
33859,552,241,116,16,21,1854
33860,552,243,117,17,21,1855
33861,552,243,117,17,21,1856
33862,552,245,118,18,22,1857
33863,552,245,118,18,22,1858
33864,552,247,119,18,23,1859
33865,552,247,119,18,23,1860
33866,552,249,119,19,22,1861
33867,552,251,120,19,24,1862
33868,552,251,120,19,24,1863
33869,552,254,122,19,23,1864
33870,552,254,122,19,23,1865
33871,552,257,123,19,24,1866
33872,552,257,123,19,24,1867
33873,552,260,124,20,24,1868
33874,552,260,124,20,24,1869
33875,552,262,125,20,26,1870
33876,552,262,125,20,26,1871
33877,552,264,126,21,25,1872
33878,552,267,128,21,26,1873
33879,552,267,128,21,26,1874
33880,552,268,130,21,28,1875
33881,552,268,130,21,28,1876
33882,552,273,131,22,27,1877
33883,552,273,131,22,27,1878
33884,552,276,133,23,28,1879
33885,552,276,133,23,28,1880
33886,552,280,136,23,29,1882
33887,552,280,136,23,29,1883
33888,552,285,138,24,29,1884
33889,552,285,138,24,29,1885
33890,552,288,140,25,31,1886
33891,552,288,140,25,31,1887
33892,552,292,143,26,31,1888
33893,552,292,142,26,32,1889
33894,552,296,144,28,33,1890
33895,552,296,144,28,33,1891
33896,552,298,146,28,33,1892
33897,552,302,149,29,35,1893
33898,552,302,149,29,35,1894
33899,552,306,152,29,37,1895
33900,552,306,152,29,37,1896
33901,552,312,155,30,36,1897
