,obj,x,y,height,width,frame
41358,8356,162,112,16,20,9885
41359,8356,162,112,16,20,9886
41360,8356,162,112,16,20,9889
41361,8356,162,112,16,20,9890
41362,8356,162,111,17,19,9891
41363,8356,162,111,17,19,9892
41364,8356,161,112,16,20,9893
41365,8356,161,112,16,20,9894
41366,8356,161,112,17,20,9895
41367,8356,161,112,17,20,9896
41368,8356,161,112,17,20,9897
41369,8356,161,112,17,20,9898
41370,8356,161,112,17,20,9899
41371,8356,161,113,16,20,9900
41372,8356,161,113,16,20,9901
41373,8356,161,113,16,20,9902
41374,8356,161,113,16,20,9903
41375,8356,162,113,16,20,9904
41376,8356,162,113,16,20,9905
41377,8356,162,113,16,20,9906
