,obj,x,y,height,width,frame
388,8,368,101,46,82,78
389,8,368,101,45,82,79
390,8,388,98,45,74,80
391,8,388,98,45,74,81
392,8,401,99,41,72,82
393,8,401,99,41,72,83
394,8,416,97,39,68,84
395,8,416,97,39,67,85
396,8,343,104,48,85,75
397,8,343,104,48,85,76
398,8,353,103,48,83,77
399,8,300,110,55,98,71
400,8,300,110,55,98,72
401,8,324,108,52,90,73
402,8,323,108,52,91,74
403,8,250,119,57,112,67
404,8,249,118,59,114,68
405,8,269,114,59,113,69
406,8,269,114,59,114,70
407,8,173,129,69,134,62
408,8,174,129,68,133,63
409,8,188,124,71,130,64
410,8,221,121,65,118,65
411,8,221,121,65,118,66
412,8,91,141,78,161,58
413,8,90,140,78,161,59
414,8,1,160,98,138,52
415,8,1,160,98,138,53
416,8,2,152,96,180,54
417,8,2,152,96,180,55
418,8,47,146,87,168,56
419,8,47,146,87,168,57
420,8,0,178,72,72,49
421,8,0,178,72,72,50
422,8,0,168,81,97,51
