,height,width,y,x,cog_y,cog_x,obj,frame
20882,19.0,26.0,38.0,213.0,47.5,226.0,5860,20882
20883,20.0,26.0,38.0,213.0,48.0,226.0,5860,20883
20884,19.0,26.0,38.0,212.0,47.5,225.0,5860,20884
20885,19.0,26.0,38.0,212.0,47.5,225.0,5860,20885
20886,19.0,25.0,38.0,210.0,47.5,222.5,5860,20886
20887,19.0,25.0,38.0,210.0,47.5,222.5,5860,20887
20888,19.0,25.0,38.0,209.0,47.5,221.5,5860,20888
20889,19.0,25.0,38.0,209.0,47.5,221.5,5860,20889
20890,18.0,24.0,38.0,208.0,47.0,220.0,5860,20890
20891,18.0,24.0,38.0,208.0,47.0,220.0,5860,20891
20888,16.0,21.0,101.0,121.0,109.0,131.5,5861,20888
20889,16.0,21.0,101.0,121.0,109.0,131.5,5861,20889
20892,22.0,26.0,102.0,198.0,113.0,211.0,5862,20892
20893,22.0,26.0,102.0,198.0,113.0,211.0,5862,20893
20894,21.0,27.0,105.0,202.0,115.5,215.5,5862,20894
20895,21.0,27.0,105.0,202.0,115.5,215.5,5862,20895
20896,23.0,27.0,107.0,206.0,118.5,219.5,5863,20896
20897,23.0,27.0,107.0,206.0,118.5,219.5,5863,20897
20898,22.0,29.0,111.0,210.0,122.0,224.5,5864,20898
20899,22.0,29.0,111.0,210.0,122.0,224.5,5864,20899
20898,18.0,22.0,38.0,204.0,47.0,215.0,5865,20898
20899,18.0,22.0,38.0,204.0,47.0,215.0,5865,20899
20900,18.0,21.0,38.0,203.0,47.0,213.5,5865,20900
20901,18.0,21.0,38.0,203.0,47.0,213.5,5865,20901
20902,18.0,21.0,38.0,202.0,47.0,212.5,5865,20902
20903,18.0,21.0,38.0,202.0,47.0,212.5,5865,20903
20904,17.0,22.0,38.0,200.0,46.5,211.0,5865,20904
20905,17.0,22.0,38.0,200.0,46.5,211.0,5865,20905
20906,17.0,21.0,38.0,199.0,46.5,209.5,5865,20906
20907,17.0,21.0,38.0,199.0,46.5,209.5,5865,20907
20908,17.0,20.0,38.0,199.0,46.5,209.0,5865,20908
20909,17.0,20.0,38.0,199.0,46.5,209.0,5865,20909
20910,17.0,20.0,38.0,198.0,46.5,208.0,5865,20910
20911,17.0,20.0,38.0,198.0,46.5,208.0,5865,20911
20900,24.0,30.0,113.0,214.0,125.0,229.0,5866,20900
20901,24.0,30.0,113.0,214.0,125.0,229.0,5866,20901
20900,17.0,22.0,110.0,129.0,118.5,140.0,5867,20900
20901,17.0,22.0,110.0,129.0,118.5,140.0,5867,20901
20902,17.0,23.0,113.0,129.0,121.5,140.5,5867,20902
20903,17.0,23.0,113.0,129.0,121.5,140.5,5867,20903
20904,17.0,22.0,114.0,132.0,122.5,143.0,5867,20904
20905,17.0,22.0,114.0,132.0,122.5,143.0,5867,20905
20906,18.0,22.0,115.0,134.0,124.0,145.0,5867,20906
20907,18.0,22.0,115.0,134.0,124.0,145.0,5867,20907
20910,18.0,23.0,120.0,137.0,129.0,148.5,5867,20910
20911,18.0,23.0,120.0,137.0,129.0,148.5,5867,20911
20914,19.0,22.0,125.0,142.0,134.5,153.0,5867,20914
20915,19.0,22.0,125.0,142.0,134.5,153.0,5867,20915
20916,19.0,23.0,127.0,143.0,136.5,154.5,5867,20916
20917,19.0,23.0,127.0,143.0,136.5,154.5,5867,20917
20918,21.0,24.0,128.0,146.0,138.5,158.0,5867,20918
20919,21.0,23.0,128.0,147.0,138.5,158.5,5867,20919
20920,20.0,24.0,131.0,148.0,141.0,160.0,5867,20920
20921,20.0,24.0,131.0,148.0,141.0,160.0,5867,20921
20922,22.0,24.0,133.0,151.0,144.0,163.0,5867,20922
20923,22.0,24.0,133.0,151.0,144.0,163.0,5867,20923
20924,21.0,25.0,138.0,153.0,148.5,165.5,5867,20924
20925,21.0,25.0,138.0,153.0,148.5,165.5,5867,20925
20926,22.0,25.0,141.0,156.0,152.0,168.5,5867,20926
20927,21.0,25.0,141.0,156.0,151.5,168.5,5867,20927
20930,25.0,29.0,146.0,159.0,158.5,173.5,5867,20930
20931,25.0,29.0,146.0,159.0,158.5,173.5,5867,20931
20932,24.0,31.0,151.0,162.0,163.0,177.5,5867,20932
20933,24.0,31.0,151.0,162.0,163.0,177.5,5867,20933
20902,25.0,32.0,116.0,217.0,128.5,233.0,5868,20902
20903,25.0,32.0,116.0,217.0,128.5,233.0,5868,20903
20904,25.0,32.0,119.0,223.0,131.5,239.0,5869,20904
20905,25.0,32.0,119.0,223.0,131.5,239.0,5869,20905
20906,26.0,33.0,123.0,228.0,136.0,244.5,5870,20906
20907,26.0,33.0,123.0,228.0,136.0,244.5,5870,20907
20908,28.0,36.0,126.0,233.0,140.0,251.0,5871,20908
20909,28.0,36.0,126.0,233.0,140.0,251.0,5871,20909
20910,28.0,36.0,130.0,238.0,144.0,256.0,5872,20910
20911,28.0,36.0,130.0,238.0,144.0,256.0,5872,20911
20912,29.0,38.0,133.0,244.0,147.5,263.0,5873,20912
20913,29.0,39.0,133.0,244.0,147.5,263.5,5873,20913
20914,30.0,41.0,138.0,250.0,153.0,270.5,5874,20914
20915,30.0,41.0,138.0,250.0,153.0,270.5,5874,20915
20916,31.0,41.0,142.0,257.0,157.5,277.5,5875,20916
20917,31.0,41.0,142.0,257.0,157.5,277.5,5875,20917
20918,33.0,45.0,147.0,263.0,163.5,285.5,5876,20918
20919,33.0,45.0,147.0,263.0,163.5,285.5,5876,20919
20920,34.0,45.0,152.0,272.0,169.0,294.5,5877,20920
20921,34.0,45.0,152.0,272.0,169.0,294.5,5877,20921
20922,36.0,49.0,158.0,280.0,176.0,304.5,5878,20922
20923,36.0,49.0,158.0,280.0,176.0,304.5,5878,20923
20924,36.0,52.0,164.0,289.0,182.0,315.0,5879,20924
20925,36.0,52.0,164.0,289.0,182.0,315.0,5879,20925
20926,38.0,56.0,171.0,297.0,190.0,325.0,5880,20926
20927,38.0,56.0,171.0,297.0,190.0,325.0,5880,20927
20928,43.0,61.0,177.0,305.0,198.5,335.5,5881,20928
20929,43.0,61.0,177.0,305.0,198.5,335.5,5881,20929
20930,45.0,64.0,185.0,318.0,207.5,350.0,5882,20930
20931,45.0,62.0,186.0,319.0,208.5,350.0,5882,20931
20932,49.0,69.0,193.0,330.0,217.5,364.5,5883,20932
20933,49.0,69.0,193.0,330.0,217.5,364.5,5883,20933
20934,51.0,74.0,202.0,343.0,227.5,380.0,5884,20934
20935,51.0,74.0,202.0,343.0,227.5,380.0,5884,20935
20936,57.0,80.0,213.0,360.0,241.5,400.0,5885,20936
20937,57.0,80.0,213.0,360.0,241.5,400.0,5885,20937
20936,21.0,33.0,41.0,238.0,51.5,254.5,5886,20936
20937,21.0,33.0,41.0,238.0,51.5,254.5,5886,20937
20938,21.0,32.0,41.0,237.0,51.5,253.0,5886,20938
20939,21.0,33.0,41.0,236.0,51.5,252.5,5886,20939
20940,20.0,33.0,41.0,234.0,51.0,250.5,5886,20940
20941,20.0,33.0,41.0,234.0,51.0,250.5,5886,20941
20942,20.0,30.0,41.0,234.0,51.0,249.0,5886,20942
20943,20.0,30.0,41.0,234.0,51.0,249.0,5886,20943
20946,19.0,31.0,40.0,230.0,49.5,245.5,5886,20946
20947,19.0,31.0,40.0,230.0,49.5,245.5,5886,20947
20948,18.0,30.0,40.0,229.0,49.0,244.0,5886,20948
20949,18.0,30.0,40.0,229.0,49.0,244.0,5886,20949
20950,18.0,29.0,40.0,227.0,49.0,241.5,5886,20950
20951,18.0,29.0,40.0,227.0,49.0,241.5,5886,20951
20952,18.0,29.0,40.0,226.0,49.0,240.5,5886,20952
20953,18.0,29.0,40.0,226.0,49.0,240.5,5886,20953
20954,18.0,28.0,40.0,224.0,49.0,238.0,5886,20954
20955,18.0,28.0,40.0,224.0,49.0,238.0,5886,20955
20956,18.0,29.0,40.0,222.0,49.0,236.5,5886,20956
20957,18.0,29.0,40.0,222.0,49.0,236.5,5886,20957
20958,17.0,28.0,40.0,221.0,48.5,235.0,5886,20958
20959,17.0,28.0,40.0,221.0,48.5,235.0,5886,20959
20938,63.0,88.0,224.0,376.0,255.5,420.0,5887,20938
20939,63.0,88.0,224.0,376.0,255.5,420.0,5887,20939
20940,67.0,95.0,238.0,394.0,271.5,441.5,5888,20940
20941,67.0,95.0,238.0,394.0,271.5,441.5,5888,20941
20942,74.0,105.0,252.0,415.0,289.0,467.5,5889,20942
20943,74.0,105.0,252.0,415.0,289.0,467.5,5889,20943
20944,86.0,116.0,264.0,436.0,307.0,494.0,5890,20944
20945,86.0,116.0,264.0,436.0,307.0,494.0,5890,20945
20944,31.0,40.0,177.0,184.0,192.5,204.0,5891,20944
20945,31.0,40.0,177.0,184.0,192.5,204.0,5891,20945
20946,95.0,130.0,280.0,463.0,327.5,528.0,5892,20946
20947,95.0,130.0,280.0,463.0,327.5,528.0,5892,20947
20946,34.0,41.0,181.0,188.0,198.0,208.5,5893,20946
20947,34.0,41.0,181.0,188.0,198.0,208.5,5893,20947
20948,100.0,139.0,304.0,497.0,354.0,566.5,5894,20948
20949,100.0,140.0,304.0,496.0,354.0,566.0,5894,20949
20948,35.0,41.0,188.0,195.0,205.5,215.5,5895,20948
20949,35.0,41.0,188.0,195.0,205.5,215.5,5895,20949
20950,37.0,44.0,194.0,199.0,212.5,221.0,5895,20950
20951,37.0,44.0,194.0,199.0,212.5,221.0,5895,20951
20952,36.0,45.0,201.0,205.0,219.0,227.5,5895,20952
20953,36.0,45.0,201.0,205.0,219.0,227.5,5895,20953
20954,40.0,48.0,208.0,213.0,228.0,237.0,5896,20954
20955,40.0,48.0,208.0,213.0,228.0,237.0,5896,20955
20956,44.0,51.0,215.0,220.0,237.0,245.5,5896,20956
20957,44.0,53.0,215.0,219.0,237.0,245.5,5896,20957
20958,47.0,55.0,224.0,226.0,247.5,253.5,5896,20958
20959,47.0,55.0,224.0,226.0,247.5,253.5,5896,20959
20960,53.0,59.0,231.0,233.0,257.5,262.5,5897,20960
20961,53.0,59.0,231.0,233.0,257.5,262.5,5897,20961
20960,17.0,28.0,40.0,220.0,48.5,234.0,5898,20960
20961,17.0,27.0,40.0,220.0,48.5,233.5,5898,20961
20962,18.0,27.0,40.0,219.0,49.0,232.5,5898,20962
20963,18.0,27.0,40.0,219.0,49.0,232.5,5898,20963
20962,56.0,62.0,242.0,243.0,270.0,274.0,5899,20962
20963,56.0,62.0,242.0,243.0,270.0,274.0,5899,20963
20964,60.0,67.0,253.0,252.0,283.0,285.5,5899,20964
20965,60.0,67.0,253.0,252.0,283.0,285.5,5899,20965
20964,18.0,28.0,39.0,216.0,48.0,230.0,5900,20964
20965,18.0,28.0,39.0,216.0,48.0,230.0,5900,20965
20966,17.0,27.0,39.0,216.0,47.5,229.5,5900,20966
20967,17.0,27.0,39.0,216.0,47.5,229.5,5900,20967
20968,17.0,27.0,39.0,213.0,47.5,226.5,5900,20968
20969,17.0,27.0,39.0,213.0,47.5,226.5,5900,20969
20970,17.0,27.0,39.0,212.0,47.5,225.5,5900,20970
20971,17.0,27.0,39.0,212.0,47.5,225.5,5900,20971
20972,18.0,27.0,38.0,211.0,47.0,224.5,5900,20972
20973,17.0,26.0,39.0,211.0,47.5,224.0,5900,20973
20974,18.0,27.0,38.0,210.0,47.0,223.5,5900,20974
20975,18.0,27.0,38.0,210.0,47.0,223.5,5900,20975
20976,18.0,26.0,38.0,210.0,47.0,223.0,5900,20976
20977,18.0,26.0,38.0,210.0,47.0,223.0,5900,20977
20978,18.0,25.0,38.0,208.0,47.0,220.5,5900,20978
20979,18.0,25.0,38.0,208.0,47.0,220.5,5900,20979
20980,17.0,25.0,38.0,207.0,46.5,219.5,5900,20980
20981,17.0,25.0,38.0,207.0,46.5,219.5,5900,20981
20982,17.0,24.0,38.0,206.0,46.5,218.0,5900,20982
20983,17.0,24.0,38.0,206.0,46.5,218.0,5900,20983
20984,17.0,23.0,38.0,205.0,46.5,216.5,5900,20984
20985,17.0,23.0,38.0,205.0,46.5,216.5,5900,20985
20988,17.0,22.0,38.0,203.0,46.5,214.0,5900,20988
20989,17.0,22.0,38.0,203.0,46.5,214.0,5900,20989
20990,16.0,23.0,38.0,201.0,46.0,212.5,5900,20990
20991,16.0,23.0,38.0,201.0,46.0,212.5,5900,20991
20966,63.0,69.0,265.0,264.0,296.5,298.5,5901,20966
20967,63.0,69.0,265.0,264.0,296.5,298.5,5901,20967
20968,67.0,76.0,279.0,276.0,312.5,314.0,5901,20968
20969,67.0,76.0,279.0,276.0,312.5,314.0,5901,20969
20970,76.0,83.0,294.0,289.0,332.0,330.5,5902,20970
20971,76.0,83.0,294.0,289.0,332.0,330.5,5902,20971
20973,94.0,87.0,298.0,309.0,345.0,352.5,5903,20973
20974,80.0,100.0,324.0,324.0,364.0,374.0,5904,20974
20975,80.0,100.0,324.0,324.0,364.0,374.0,5904,20975
20976,62.0,106.0,350.0,344.0,381.0,397.0,5905,20976
20977,62.0,106.0,350.0,344.0,381.0,397.0,5905,20977
20992,15.0,24.0,38.0,199.0,45.5,211.0,5906,20992
20993,15.0,24.0,38.0,199.0,45.5,211.0,5906,20993
20994,16.0,22.0,37.0,199.0,45.0,210.0,5906,20994
20995,16.0,22.0,37.0,199.0,45.0,210.0,5906,20995
20996,16.0,22.0,37.0,198.0,45.0,209.0,5906,20996
20997,16.0,22.0,37.0,198.0,45.0,209.0,5906,20997
21182,17.0,36.0,106.0,485.0,114.5,503.0,5907,21182
21183,17.0,35.0,106.0,485.0,114.5,502.5,5907,21183
21400,17.0,20.0,91.0,155.0,99.5,165.0,5908,21400
21401,17.0,20.0,91.0,155.0,99.5,165.0,5908,21401
21402,17.0,20.0,92.0,157.0,100.5,167.0,5908,21402
21403,17.0,20.0,92.0,157.0,100.5,167.0,5908,21403
21404,18.0,21.0,94.0,159.0,103.0,169.5,5908,21404
21405,18.0,22.0,94.0,158.0,103.0,169.0,5908,21405
21406,18.0,20.0,95.0,161.0,104.0,171.0,5908,21406
21407,18.0,20.0,95.0,161.0,104.0,171.0,5908,21407
21408,18.0,20.0,96.0,162.0,105.0,172.0,5908,21408
21409,18.0,20.0,96.0,162.0,105.0,172.0,5908,21409
21410,18.0,21.0,98.0,163.0,107.0,173.5,5908,21410
21411,18.0,21.0,98.0,163.0,107.0,173.5,5908,21411
21412,19.0,21.0,100.0,165.0,109.5,175.5,5908,21412
21413,19.0,21.0,100.0,165.0,109.5,175.5,5908,21413
21414,20.0,21.0,101.0,168.0,111.0,178.5,5908,21414
21415,20.0,21.0,101.0,168.0,111.0,178.5,5908,21415
21416,20.0,22.0,103.0,169.0,113.0,180.0,5908,21416
21417,20.0,22.0,103.0,169.0,113.0,180.0,5908,21417
21418,20.0,23.0,105.0,171.0,115.0,182.5,5908,21418
21419,20.0,23.0,105.0,171.0,115.0,182.5,5908,21419
21420,21.0,23.0,107.0,173.0,117.5,184.5,5908,21420
21421,21.0,23.0,107.0,173.0,117.5,184.5,5908,21421
21422,20.0,22.0,110.0,177.0,120.0,188.0,5908,21422
21423,20.0,22.0,110.0,177.0,120.0,188.0,5908,21423
21424,21.0,24.0,111.0,179.0,121.5,191.0,5908,21424
21425,21.0,24.0,111.0,179.0,121.5,191.0,5908,21425
21426,23.0,25.0,113.0,181.0,124.5,193.5,5908,21426
21427,23.0,26.0,113.0,180.0,124.5,193.0,5908,21427
21428,23.0,26.0,115.0,184.0,126.5,197.0,5908,21428
21429,23.0,26.0,115.0,184.0,126.5,197.0,5908,21429
21430,22.0,27.0,119.0,187.0,130.0,200.5,5908,21430
21431,22.0,27.0,119.0,187.0,130.0,200.5,5908,21431
21418,28.0,42.0,296.0,1.0,310.0,22.0,5909,21418
21419,28.0,42.0,296.0,1.0,310.0,22.0,5909,21419
21420,30.0,63.0,294.0,0.0,309.0,31.5,5909,21420
21430,21.0,47.0,185.0,466.0,195.5,489.5,5910,21430
21431,21.0,47.0,185.0,466.0,195.5,489.5,5910,21431
21432,23.0,27.0,122.0,190.0,133.5,203.5,5911,21432
21433,23.0,27.0,122.0,190.0,133.5,203.5,5911,21433
21434,24.0,30.0,124.0,192.0,136.0,207.0,5912,21434
21435,24.0,30.0,124.0,192.0,136.0,207.0,5912,21435
21436,24.0,29.0,128.0,196.0,140.0,210.5,5913,21436
21437,24.0,29.0,128.0,196.0,140.0,210.5,5913,21437
21438,24.0,29.0,132.0,201.0,144.0,215.5,5914,21438
21439,24.0,29.0,132.0,201.0,144.0,215.5,5914,21439
21440,25.0,31.0,135.0,204.0,147.5,219.5,5915,21440
21441,25.0,31.0,135.0,204.0,147.5,219.5,5915,21441
21442,27.0,35.0,138.0,206.0,151.5,223.5,5915,21442
21443,27.0,35.0,138.0,206.0,151.5,223.5,5915,21443
21444,28.0,35.0,142.0,211.0,156.0,228.5,5916,21444
21445,28.0,35.0,142.0,211.0,156.0,228.5,5916,21445
21444,18.0,19.0,88.0,149.0,97.0,158.5,5917,21444
21445,18.0,19.0,88.0,149.0,97.0,158.5,5917,21445
21448,18.0,20.0,90.0,151.0,99.0,161.0,5917,21448
21449,18.0,20.0,90.0,151.0,99.0,161.0,5917,21449
21450,17.0,22.0,93.0,154.0,101.5,165.0,5917,21450
21451,17.0,22.0,93.0,154.0,101.5,165.0,5917,21451
21452,18.0,21.0,93.0,156.0,102.0,166.5,5917,21452
21453,18.0,21.0,93.0,156.0,102.0,166.5,5917,21453
21454,17.0,23.0,95.0,157.0,103.5,168.5,5917,21454
21455,17.0,23.0,95.0,157.0,103.5,168.5,5917,21455
21456,18.0,22.0,96.0,159.0,105.0,170.0,5917,21456
21457,18.0,22.0,96.0,159.0,105.0,170.0,5917,21457
21458,17.0,21.0,99.0,161.0,107.5,171.5,5917,21458
21459,17.0,21.0,99.0,161.0,107.5,171.5,5917,21459
21460,17.0,22.0,101.0,163.0,109.5,174.0,5917,21460
21461,17.0,22.0,101.0,163.0,109.5,174.0,5917,21461
21462,18.0,22.0,102.0,165.0,111.0,176.0,5917,21462
21463,18.0,22.0,102.0,165.0,111.0,176.0,5917,21463
21466,20.0,24.0,105.0,169.0,115.0,181.0,5917,21466
21467,20.0,24.0,105.0,169.0,115.0,181.0,5917,21467
21468,21.0,24.0,107.0,171.0,117.5,183.0,5917,21468
21469,20.0,24.0,108.0,171.0,118.0,183.0,5917,21469
21470,21.0,24.0,109.0,173.0,119.5,185.0,5917,21470
21471,20.0,24.0,110.0,173.0,120.0,185.0,5917,21471
21476,24.0,27.0,114.0,179.0,126.0,192.5,5917,21476
21477,24.0,27.0,114.0,179.0,126.0,192.5,5917,21477
21478,25.0,27.0,116.0,183.0,128.5,196.5,5917,21478
21479,25.0,27.0,116.0,183.0,128.5,196.5,5917,21479
21446,29.0,35.0,146.0,216.0,160.5,233.5,5918,21446
21447,29.0,35.0,146.0,216.0,160.5,233.5,5918,21447
21448,30.0,37.0,150.0,221.0,165.0,239.5,5919,21448
21449,30.0,37.0,150.0,221.0,165.0,239.5,5919,21449
21450,31.0,38.0,154.0,226.0,169.5,245.0,5920,21450
21451,31.0,38.0,154.0,226.0,169.5,245.0,5920,21451
21452,32.0,39.0,160.0,232.0,176.0,251.5,5921,21452
21453,32.0,39.0,160.0,232.0,176.0,251.5,5921,21453
21454,34.0,42.0,164.0,237.0,181.0,258.0,5922,21454
21455,33.0,42.0,165.0,237.0,181.5,258.0,5922,21455
21456,35.0,45.0,170.0,243.0,187.5,265.5,5923,21456
21457,35.0,46.0,170.0,243.0,187.5,266.0,5923,21457
21458,35.0,48.0,176.0,248.0,193.5,272.0,5924,21458
21459,35.0,48.0,176.0,248.0,193.5,272.0,5924,21459
21460,39.0,49.0,182.0,257.0,201.5,281.5,5925,21460
21461,39.0,49.0,182.0,257.0,201.5,281.5,5925,21461
21462,39.0,51.0,190.0,265.0,209.5,290.5,5926,21462
21463,39.0,51.0,190.0,265.0,209.5,290.5,5926,21463
21464,41.0,55.0,197.0,272.0,217.5,299.5,5927,21464
21465,41.0,55.0,197.0,272.0,217.5,299.5,5927,21465
21466,45.0,58.0,203.0,281.0,225.5,310.0,5928,21466
21467,44.0,58.0,204.0,281.0,226.0,310.0,5928,21467
21468,47.0,61.0,214.0,291.0,237.5,321.5,5928,21468
21469,47.0,61.0,214.0,292.0,237.5,322.5,5928,21469
21466,28.0,60.0,152.0,678.0,166.0,708.0,5929,21466
21467,28.0,60.0,152.0,678.0,166.0,708.0,5929,21467
21468,28.0,57.0,146.0,658.0,160.0,686.5,5930,21468
21469,28.0,57.0,147.0,658.0,161.0,686.5,5930,21469
21470,48.0,68.0,223.0,300.0,247.0,334.0,5931,21470
21471,48.0,68.0,223.0,300.0,247.0,334.0,5931,21471
21470,28.0,53.0,141.0,639.0,155.0,665.5,5932,21470
21471,28.0,53.0,141.0,639.0,155.0,665.5,5932,21471
21472,30.0,51.0,134.0,621.0,149.0,646.5,5932,21472
21473,28.0,50.0,136.0,621.0,150.0,646.0,5932,21473
21470,18.0,25.0,137.0,773.0,146.0,785.5,5933,21470
21471,18.0,25.0,137.0,773.0,146.0,785.5,5933,21471
21472,17.0,33.0,138.0,765.0,146.5,781.5,5933,21472
21473,17.0,33.0,138.0,765.0,146.5,781.5,5933,21473
21474,16.0,35.0,139.0,757.0,147.0,774.5,5933,21474
21475,16.0,35.0,139.0,757.0,147.0,774.5,5933,21475
21476,16.0,34.0,140.0,750.0,148.0,767.0,5933,21476
21477,16.0,34.0,140.0,750.0,148.0,767.0,5933,21477
21478,15.0,33.0,141.0,742.0,148.5,758.5,5933,21478
21479,15.0,33.0,141.0,742.0,148.5,758.5,5933,21479
21472,56.0,71.0,232.0,313.0,260.0,348.5,5934,21472
21473,56.0,71.0,232.0,313.0,260.0,348.5,5934,21473
21474,66.0,77.0,238.0,326.0,271.0,364.5,5935,21474
21475,66.0,77.0,238.0,326.0,271.0,364.5,5935,21475
21474,25.0,50.0,224.0,478.0,236.5,503.0,5936,21474
21475,25.0,50.0,224.0,478.0,236.5,503.0,5936,21475
21476,24.0,52.0,222.0,490.0,234.0,516.0,5936,21476
21477,24.0,52.0,222.0,490.0,234.0,516.0,5936,21477
21474,26.0,50.0,133.0,603.0,146.0,628.0,5937,21474
21475,26.0,50.0,133.0,603.0,146.0,628.0,5937,21475
21476,65.0,84.0,255.0,339.0,287.5,381.0,5938,21476
21477,65.0,84.0,255.0,339.0,287.5,381.0,5938,21477
21478,72.0,90.0,269.0,355.0,305.0,400.0,5939,21478
21479,72.0,90.0,269.0,355.0,305.0,400.0,5939,21479
21478,23.0,45.0,126.0,573.0,137.5,595.5,5940,21478
21479,23.0,45.0,126.0,573.0,137.5,595.5,5940,21479
21480,82.0,98.0,283.0,374.0,324.0,423.0,5941,21480
21481,82.0,98.0,283.0,374.0,324.0,423.0,5941,21481
21480,25.0,28.0,119.0,186.0,131.5,200.0,5942,21480
21481,25.0,28.0,119.0,186.0,131.5,200.0,5942,21481
21482,87.0,107.0,299.0,395.0,342.5,448.5,5943,21482
21483,88.0,107.0,299.0,395.0,343.0,448.5,5943,21483
21482,25.0,30.0,123.0,188.0,135.5,203.0,5944,21482
21483,25.0,30.0,123.0,188.0,135.5,203.0,5944,21483
21484,21.0,28.0,220.0,108.0,230.5,122.0,5945,21484
21485,21.0,28.0,220.0,108.0,230.5,122.0,5945,21485
21486,24.0,42.0,218.0,95.0,230.0,116.0,5945,21486
21487,24.0,43.0,218.0,94.0,230.0,115.5,5945,21487
21488,23.0,52.0,219.0,85.0,230.5,111.0,5945,21488
21489,22.0,52.0,220.0,85.0,231.0,111.0,5945,21489
21490,23.0,48.0,219.0,76.0,230.5,100.0,5945,21490
21491,23.0,48.0,219.0,76.0,230.5,100.0,5945,21491
21492,24.0,45.0,221.0,65.0,233.0,87.5,5945,21492
21493,24.0,45.0,221.0,64.0,233.0,86.5,5945,21493
21484,27.0,31.0,124.0,191.0,137.5,206.5,5946,21484
21485,27.0,31.0,124.0,191.0,137.5,206.5,5946,21485
21484,86.0,117.0,319.0,417.0,362.0,475.5,5947,21484
21485,86.0,117.0,319.0,417.0,362.0,475.5,5947,21485
21484,21.0,39.0,115.0,532.0,125.5,551.5,5948,21484
21485,21.0,39.0,115.0,532.0,125.5,551.5,5948,21485
21486,22.0,37.0,111.0,519.0,122.0,537.5,5948,21486
21487,22.0,37.0,111.0,519.0,122.0,537.5,5948,21487
21488,20.0,37.0,109.0,507.0,119.0,525.5,5948,21488
21489,20.0,37.0,109.0,507.0,119.0,525.5,5948,21489
21486,28.0,31.0,127.0,195.0,141.0,210.5,5949,21486
21487,28.0,31.0,127.0,195.0,141.0,210.5,5949,21487
21492,21.0,35.0,103.0,485.0,113.5,502.5,5950,21492
21493,21.0,35.0,103.0,485.0,113.5,502.5,5950,21493
21494,31.0,35.0,142.0,211.0,157.5,228.5,5951,21494
21495,31.0,35.0,142.0,211.0,157.5,228.5,5951,21495
21494,24.0,46.0,222.0,49.0,234.0,72.0,5952,21494
21495,24.0,46.0,222.0,49.0,234.0,72.0,5952,21495
21496,19.0,47.0,188.0,521.0,197.5,544.5,5953,21496
21497,19.0,47.0,188.0,521.0,197.5,544.5,5953,21497
21498,19.0,47.0,189.0,508.0,198.5,531.5,5953,21498
21499,19.0,47.0,189.0,508.0,198.5,531.5,5953,21499
21496,32.0,37.0,146.0,215.0,162.0,233.5,5954,21496
21497,32.0,37.0,146.0,215.0,162.0,233.5,5954,21497
21500,37.0,43.0,152.0,222.0,170.5,243.5,5955,21500
21501,37.0,43.0,152.0,222.0,170.5,243.5,5955,21501
21502,18.0,30.0,93.0,438.0,102.0,453.0,5956,21502
21503,18.0,30.0,93.0,438.0,102.0,453.0,5956,21503
21504,40.0,45.0,162.0,234.0,182.0,256.5,5957,21504
21505,42.0,45.0,161.0,234.0,182.0,256.5,5957,21505
21504,17.0,28.0,92.0,430.0,100.5,444.0,5958,21504
21505,17.0,28.0,92.0,430.0,100.5,444.0,5958,21505
21506,41.0,45.0,168.0,242.0,188.5,264.5,5959,21506
21507,41.0,45.0,168.0,242.0,188.5,264.5,5959,21507
21508,42.0,48.0,172.0,248.0,193.0,272.0,5960,21508
21509,41.0,48.0,173.0,248.0,193.5,272.0,5960,21509
21508,15.0,28.0,89.0,414.0,96.5,428.0,5961,21508
21509,16.0,28.0,88.0,414.0,96.0,428.0,5961,21509
21510,47.0,50.0,178.0,255.0,201.5,280.0,5962,21510
21511,47.0,50.0,178.0,255.0,201.5,280.0,5962,21511
21512,54.0,55.0,181.0,260.0,208.0,287.5,5963,21512
21513,54.0,55.0,181.0,260.0,208.0,287.5,5963,21513
21514,59.0,55.0,186.0,270.0,215.5,297.5,5964,21514
21515,59.0,55.0,186.0,270.0,215.5,297.5,5964,21515
21514,16.0,25.0,82.0,393.0,90.0,405.5,5965,21514
21515,16.0,25.0,82.0,393.0,90.0,405.5,5965,21515
21516,14.0,26.0,82.0,386.0,89.0,399.0,5965,21516
21517,14.0,26.0,82.0,386.0,89.0,399.0,5965,21517
21516,54.0,58.0,198.0,279.0,225.0,308.0,5966,21516
21517,54.0,58.0,198.0,279.0,225.0,308.0,5966,21517
21518,58.0,65.0,207.0,289.0,236.0,321.5,5967,21518
21519,58.0,65.0,207.0,289.0,236.0,321.5,5967,21519
21520,60.0,68.0,217.0,298.0,247.0,332.0,5968,21520
21521,60.0,68.0,217.0,298.0,247.0,332.0,5968,21521
21522,66.0,72.0,227.0,311.0,260.0,347.0,5969,21522
21523,66.0,72.0,227.0,311.0,260.0,347.0,5969,21523
21524,72.0,78.0,237.0,322.0,273.0,361.0,5970,21524
21525,72.0,78.0,237.0,322.0,273.0,361.0,5970,21525
21526,74.0,84.0,252.0,335.0,289.0,377.0,5971,21526
21527,74.0,84.0,252.0,335.0,289.0,377.0,5971,21527
21528,83.0,88.0,263.0,352.0,304.5,396.0,5972,21528
