33,12,29.998,8.8822e-16
33,23,2,4.4411e-16
33,45,29.998,7.1057e-15
33,49,5.9999,1.4211e-14
33,87,29.998,3.5529e-15
33,126,29.998,1.7764e-15
33,334,29.998,1.4211e-14
33,655,29.998,7.1057e-15
33,711,0.99998,4.4411e-16
33,738,29.998,2.8423e-14
33,762,29.998,3.5529e-15
33,868,9.9994,1.7764e-15
33,880,29.998,7.1057e-15
33,903,29.998,3.5529e-15
33,925,29.998,1.7764e-15
33,930,0,60
33,960,3.9999,8.8822e-16
33,977,0,60
33,1015,29.998,4.4411e-16
33,1030,0,60
33,1058,29.998,4.4411e-16
33,1079,29.998,7.1057e-15
33,1103,0,60
33,1128,0,60
33,1137,29.998,4.4411e-16
33,1147,0,60
33,1170,29.998,1.7764e-15
33,1226,29.998,3.5529e-15
33,1270,0,60
33,1296,29.998,7.1057e-15
33,1341,0,60
33,1406,29.998,1.7764e-15
33,1514,29.998,8.8822e-16
33,1525,29.998,7.1057e-15
33,1599,0,60
33,1611,2,4.4411e-16
33,1762,0,60
33,1848,29.998,7.1057e-15
33,1940,29.998,1.4211e-14
33,2185,0,60
33,2244,0,60
33,2286,0,60
33,2463,0,60
33,2473,0,60
33,2490,0,60
33,2507,29.998,7.1057e-15
33,2612,29.998,8.8822e-16
33,2709,29.998,7.1057e-15
33,2720,29.998,8.8822e-16
33,2754,29.998,1.7764e-15
33,2873,0,60
33,2904,0,60
33,3106,29.998,8.8822e-16
33,3116,29.998,8.8822e-16
33,3856,0,60
33,3872,29.998,2.2205e-16
33,4017,29.998,8.8822e-16
33,4067,0,60
33,4075,29.998,1.7764e-15
33,4419,29.998,2.2205e-16
33,4425,29.998,7.1057e-15
33,4469,29.998,4.4411e-16
33,4577,0,60
33,4580,29.998,8.8822e-16
33,4628,0,60
33,4633,29.998,4.4411e-16
33,5492,29.998,2.8423e-14
33,5566,0,60
33,5641,0,60
33,5664,29.998,1.7764e-15
33,5705,0,60
33,5711,29.998,4.4411e-16
33,5762,0,60
33,5764,29.998,7.1057e-15
33,5854,29.998,2.2205e-16
33,5886,29.998,1.7764e-15
33,5896,29.998,1.7764e-15
33,6138,29.998,7.1057e-15
33,6195,29.998,1.7764e-15
33,6318,29.998,8.8822e-16
33,6340,29.998,3.5529e-15
33,6423,0,60
33,6432,29.998,3.5529e-15
33,6434,0,60
33,6485,29.998,3.5529e-15
33,6531,29.998,3.5529e-15
33,7184,29.998,1.4211e-14
33,7436,0,60
33,7762,0,60
33,7787,0,60
33,7789,29.998,4.4411e-16
33,8004,0,60
33,8047,29.998,1.7764e-15
33,8130,29.998,8.8822e-16
33,8433,29.998,8.8822e-16
33,8440,0,60
33,8503,0,60
33,8510,29.998,8.8822e-16
33,9176,29.998,2.2205e-16
33,9401,29.998,1.4211e-14
33,9534,29.998,3.5529e-15
33,9619,0,60
33,9865,29.998,7.1057e-15
33,10039,29.998,8.8822e-16
33,10126,29.998,3.5529e-15
33,10158,29.998,3.5529e-15
33,10395,29.998,1.7764e-15
33,10567,29.998,3.5529e-15
33,10956,29.998,7.1057e-15
33,11879,29.998,1.7764e-15
33,11911,29.998,3.5529e-15
33,12215,29.998,7.1057e-15
33,12302,0,60
33,12331,29.998,2.2205e-16
33,12416,0,60
33,12423,29.998,3.5529e-15
33,12472,0,60
33,12509,29.998,4.4411e-16
33,12572,29.998,4.4411e-16
33,12621,29.998,3.5529e-15
33,12818,29.998,1.7764e-15
33,12861,0,60
33,12873,29.998,3.5529e-15
33,12945,29.998,8.8822e-16
33,13236,0,60
33,13302,29.998,1.7764e-15
33,13496,0,60
33,13622,0,60
33,13822,29.998,4.4411e-16
33,13949,0,60
33,13961,29.998,8.8822e-16
33,14547,0,60
33,14552,29.998,8.8822e-16
33,14778,0,60
33,14836,29.998,3.5529e-15
33,15190,29.998,1.7764e-15
33,15347,29.998,1.7764e-15
33,15388,0,60
33,15408,29.998,1.7764e-15
33,15448,3.9999,1.7764e-15
33,15504,29.998,4.4411e-16
33,15564,0,60
33,15576,29.998,1.4211e-14
33,15589,29.998,3.5529e-15
33,15595,29.998,1.7764e-15
33,15799,0,60
33,16058,0,60
33,16125,0,60
33,16148,0,60
33,16149,29.998,7.1057e-15
33,16200,0,60
33,16209,29.998,3.5529e-15
33,16532,0,60
33,16560,0,60
33,16586,0,60
33,16634,0,60
33,16655,0,60
33,16657,0,60
33,16665,0,60
33,16670,0,60
33,16685,0,60
33,16767,0,60
33,16821,29.998,1.4211e-14
33,17072,0,60
33,17095,29.998,1.7764e-15
33,17179,0,60
33,17183,0,60
33,17190,29.998,4.4411e-16
33,17346,29.998,2.2205e-16
33,17711,0,60
33,17725,0,60
33,17730,0,60
33,17739,29.998,8.8822e-16
33,17833,0,60
33,17835,0,60
33,17842,0,60
33,18803,29.998,4.4411e-16
33,18853,0,60
33,18869,0,60
33,18935,29.998,8.8822e-16
33,19018,29.998,8.8822e-16
33,19099,0,60
33,19115,29.998,2.2205e-16
33,19208,29.998,8.8822e-16
33,19317,0,60
33,19333,29.998,1.7764e-15
33,19349,0,60
33,19366,29.998,1.7764e-15
33,19419,0,60
33,19455,29.998,4.4411e-16
33,19619,29.998,3.5529e-15
33,20232,29.998,7.1057e-15
33,20431,0,60
33,20436,0,60
33,20455,5.9999,4.4411e-16
33,20483,0,60
33,20516,13.999,4.4411e-16
33,20544,29.998,8.8822e-16
33,20609,0,60
33,20637,0,60
33,20639,0,60
33,20668,0,60
33,20684,0,60
33,20692,0,60
33,20706,0,60
33,20708,0,60
33,20722,0,60
33,20732,29.998,1.4211e-14
33,20748,0,60
33,20774,0,60
33,20788,0,60
33,20797,29.998,4.4411e-16
33,20819,29.998,4.4411e-16
33,20993,0,60
33,21021,0,60
33,21036,0,60
33,21042,2,8.8822e-16
33,21067,0,60
33,21090,3.9999,7.1057e-15
33,21236,29.998,3.5529e-15
