33,1,14.165
33,3,17.18
33,5,17.926
33,6,14.165
33,7,13.077
33,8,9.2674
33,10,20.569
33,11,11.553
33,12,-2.1626
33,16,5.4573
33,20,14.165
33,21,17.432
33,23,7.634
33,28,14.165
33,30,-2.1626
33,31,13.077
33,33,17.747
33,34,14.165
33,40,16.887
33,42,16.541
33,47,-2.1626
33,48,15.617
33,49,15.617
33,52,-13.593
33,57,13.077
33,59,11.553
33,70,11.553
33,73,17.18
33,74,17.432
33,77,17.747
33,82,5.4573
33,94,-2.1626
33,96,17.543
33,104,16.721
33,110,-7.8781
33,113,13.077
33,123,14.982
33,132,15.617
33,138,16.887
33,151,-6.7348
33,160,16.541
33,166,14.601
33,170,13.077
33,176,10.537
33,189,16.541
33,190,9.2674
33,191,17.18
33,204,17.18
33,207,-2.1626
33,209,13.077
33,223,16.541
33,229,7.634
33,230,9.2674
33,231,16.887
33,232,9.2674
33,235,16.887
33,236,11.553
33,239,5.4573
33,244,14.982
33,246,11.553
33,248,11.553
33,250,13.077
33,252,-6.7348
33,255,16.541
33,261,17.31
33,267,-2.1626
33,268,5.4573
33,273,11.553
33,274,16.887
33,277,-25.023
33,280,16.541
33,281,11.553
33,287,-2.1626
33,291,5.4573
33,294,9.2674
33,295,5.4573
33,302,11.553
33,309,16.342
33,310,9.2674
33,315,14.982
33,321,11.553
33,323,-2.1626
33,325,-2.1626
33,326,-2.1626
33,329,3.5524
33,331,11.553
33,334,15.318
33,335,5.4573
33,337,16.887
33,341,-7.0118
33,343,13.077
33,345,17.648
33,350,13.077
33,351,-25.023
33,357,9.2674
33,358,8.2283
33,360,14.982
33,361,-25.023
33,362,14.165
33,365,2.4094
33,367,14.982
33,368,13.077
33,370,-1.3159
33,372,-2.1626
33,376,16.887
33,378,12.385
33,383,5.4573
33,388,14.601
33,390,16.125
33,395,17.18
33,396,17.543
33,399,7.634
33,404,-6.7348
33,407,14.165
33,414,15.617
33,415,17.747
33,427,14.165
33,433,16.125
33,434,14.165
33,437,17.839
33,445,-25.023
33,447,16.541
33,451,16.541
33,457,14.165
33,459,-8.3977
33,461,16.125
33,464,17.18
33,465,5.4573
33,466,9.2674
33,468,9.2674
33,490,16.887
33,492,11.553
33,493,14.165
33,506,7.634
33,520,9.2674
33,522,-4.7859
33,527,-16.626
33,528,16.887
33,530,-13.593
33,531,5.4573
33,542,-10.955
33,543,9.2674
33,548,-13.593
33,549,11.553
33,550,9.2674
33,551,9.2674
33,553,16.721
33,558,9.2674
33,566,14.982
33,569,7.634
33,572,17.543
33,574,11.553
33,577,1.3011
33,584,11.553
33,590,-13.593
33,593,14.982
33,594,14.165
33,595,11.553
33,596,14.982
33,599,14.982
33,600,14.982
33,605,9.2674
33,609,17.432
33,610,13.077
33,611,5.4573
33,615,17.31
33,617,-2.1626
33,619,17.18
33,622,-2.1626
33,623,-2.1626
33,625,10.537
33,626,13.077
33,628,-2.1626
33,629,15.318
33,632,-25.023
33,638,-25.023
33,646,12.385
33,649,2.1236
33,651,-6.7348
33,653,16.125
33,660,11.553
33,666,-25.023
33,681,16.541
33,683,15.617
33,686,14.982
33,687,18.007
33,689,13.077
33,690,14.982
33,691,16.541
33,692,5.4573
33,695,11.553
33,698,12.385
33,700,16.887
33,707,17.648
33,711,14.982
33,712,11.553
33,725,14.165
33,728,-13.593
33,730,14.982
33,731,14.982
33,735,-9.7832
33,738,14.982
33,741,11.553
33,746,6.9813
33,748,14.165
33,750,-21.317
33,752,5.4573
33,760,15.617
33,763,-2.1626
33,765,9.2674
33,766,13.077
33,767,11.553
33,769,17.31
33,773,14.165
33,774,-5.4283
33,776,9.2674
33,779,9.2674
33,782,9.2674
33,784,0.078708
33,788,18.007
33,790,-2.1626
33,791,5.4573
33,799,13.077
33,802,14.982
33,811,-2.1626
33,816,5.4573
