74,0,25.061
74,1,25.061
74,2,25.061
74,5,25.061
74,8,12
74,9,-1.9007
74,11,35.22
74,12,-1.0633
74,13,2.2024
74,14,-3.5126
74,15,25.061
74,17,25.061
74,19,25.061
74,20,-3.5126
74,22,13.632
74,23,13.632
74,24,-2.3697
74,25,25.061
74,27,18.53
74,29,-3.5126
74,31,0.85773
74,32,12.593
74,44,-5.4176
74,45,6.7741
74,47,-0.54078
74,49,18.53
74,51,6.7741
74,53,12.87
74,54,6.7741
74,65,12
74,67,4.4884
74,71,18.53
74,72,13.632
74,73,0.12428
74,74,13.632
74,76,2.2024
74,81,12.593
74,84,7.917
74,86,3.1168
74,91,-7.5947
74,93,12.593
74,95,6.7741
74,98,25.061
74,101,-5.4176
74,107,13.632
74,110,13.632
74,112,-10.498
74,115,25.061
74,119,25.061
74,121,4.2805
74,124,0.44398
74,127,25.061
74,130,12.593
74,132,13.632
74,134,25.061
74,137,-5.4176
74,139,25.061
74,140,25.061
74,142,19.981
74,145,9.8221
74,146,36.49
74,149,-0.33755
74,150,6.7741
74,153,-5.4176
74,154,15.918
74,156,12.593
74,157,7.917
74,161,4.2805
74,163,-3.5126
74,164,6.7741
74,167,19.981
74,168,-5.4176
74,170,12.593
74,172,19.981
74,177,25.061
74,179,-7.5947
74,184,15.918
74,185,25.061
74,189,-3.5126
74,195,13.632
74,197,-5.4176
74,208,6.7741
74,210,-5.4176
74,212,13.632
74,214,4.7424
74,218,25.061
74,229,12.593
74,230,-1.4071
74,232,-1.3145
74,237,7.917
74,239,2.2024
74,241,9.8221
74,245,-3.5126
74,251,0.12428
74,254,0.67844
74,261,-7.5947
74,266,25.061
74,276,2.2024
74,278,13.632
74,283,-7.5947
74,285,2.2024
74,286,18.028
74,293,4.2805
74,297,2.2024
74,298,34.204
74,299,36.49
74,312,12
74,314,12.593
74,318,9.8221
74,319,25.061
74,327,0.12428
74,331,7.4776
74,333,13.632
74,334,9.8221
74,339,36.49
74,344,25.061
74,352,-2.3697
74,354,2.2024
74,355,18.53
74,356,25.061
74,369,14.671
74,370,6.7741
74,371,0.67844
74,372,34.204
74,376,25.061
74,379,9.8221
74,380,25.061
74,388,10.115
74,392,12.87
74,394,17.442
74,396,34.204
74,399,12.593
74,412,25.061
74,418,2.2024
74,422,9.0599
74,425,25.061
74,429,13.632
74,433,25.061
74,435,9.8221
74,436,2.2024
74,440,34.204
74,443,9.8221
74,445,4.7424
74,448,9.8221
74,455,6.7741
74,461,13.632
74,471,7.917
74,476,12.593
74,482,19.981
74,484,-3.5126
74,490,13.632
74,493,2.2024
74,497,9.8221
74,508,25.061
74,522,9.8221
74,528,9.8221
74,544,4.2805
74,547,4.7424
74,552,25.061
74,562,2.2024
74,566,4.2805
74,568,25.061
74,572,25.061
74,578,-7.5947
74,584,2.2024
74,592,-2.3697
74,594,25.061
74,596,-5.4176
74,603,0.12428
74,605,9.8221
74,613,25.061
74,629,2.2024
74,634,25.061
74,648,2.2024
74,657,-3.5126
74,658,25.061
74,667,-3.5126
74,673,2.2024
74,677,9.8221
74,684,9.8221
74,689,25.061
74,693,4.7424
74,704,19.981
74,710,9.8221
74,723,6.7741
74,734,13.632
74,735,25.061
74,753,2.2024
74,778,-1.0633
74,801,-2.3697
74,817,18.53
74,818,10.995
74,849,13.632
74,863,15.918
74,873,7.4776
74,884,2.2024
74,891,13.632
74,893,5.468
74,906,18.53
74,908,18.53
74,913,13.632
74,942,25.061
74,948,12.593
74,987,6.7741
74,1111,-0.33755
74,1130,4.2805
74,1136,-1.0633
74,1139,18.53
74,1156,25.061
74,1161,2.2024
74,1186,6.7741
74,1219,13.632
74,1234,2.2024
74,1259,25.061
74,1263,4.7424
74,1267,-5.4176
74,1280,13.632
74,1285,0.67844
74,1291,13.632
74,1306,13.632
74,1318,2.2024
74,1327,-1.0633
74,1350,13.632
74,1352,9.8221
74,1363,18.53
74,1367,34.204
74,1391,9.8221
74,1399,13.632
74,1402,13.632
74,1405,4.7424
74,1412,25.061
74,1428,25.061
74,1439,0.12428
74,1448,-10.107
74,1452,-7.5947
74,1480,-5.4176
74,1481,13.632
74,1482,13.632
74,1484,-7.5947
74,1487,-5.4176
74,1504,-0.54078
74,1511,-2.3697
74,1512,-5.4176
74,1513,25.061
74,1523,18.53
74,1528,13.632
74,1529,13.632
74,1533,18.53
74,1542,25.061
74,1545,31.592
74,1552,13.632
74,1562,18.028
74,1573,6.7741
74,1593,6.7741
74,1620,0.12428
74,1652,25.061
74,1667,-10.498
74,1668,9.8221
74,1675,13.632
74,1679,6.7741
74,1682,-8.1886
74,1685,25.061
74,1690,13.632
74,1724,4.7424
74,1727,18.53
74,1750,13.632
74,1780,25.061
74,1788,34.204
74,1838,25.061
74,1841,13.632
74,1915,13.632
74,1953,18.53
74,1956,-8.1886
74,1962,0.12428
74,1992,25.061
74,1998,-7.5947
74,2032,25.061
74,2042,9.8221
74,2056,18.53
74,2061,9.8221
74,2062,18.53
74,2063,34.204
