Video,ObjectID,C
2,26169,14.954
2,26180,3.5238
2,26188,14.954
2,26203,22.574
2,26204,-7.9063
2,26206,14.954
2,26223,14.954
2,26239,14.954
2,26243,3.5238
2,26250,-19.337
2,26253,9.2384
2,26267,14.954
2,26268,-3.3342
2,26272,-11.172
2,26275,14.954
2,26282,3.5238
2,26283,14.954
2,26289,-7.9063
2,26292,3.5238
2,26293,-19.337
2,26296,-7.9063
2,26297,22.574
2,26302,14.954
2,26312,14.954
2,26317,-0.28608
2,26318,-18.298
2,26321,-7.9063
2,26324,-7.9063
2,26325,14.954
2,26337,3.5238
2,26340,-7.9063
2,26364,14.954
2,26366,-0.28608
2,26369,-3.3342
2,26380,5.8098
2,26392,5.8098
2,26395,14.954
2,26398,14.954
2,26399,-3.3342
2,26401,14.954
2,26405,-5.8281
2,26408,9.8732
2,26415,-0.28608
2,26428,2.4847
2,26429,14.954
2,26435,-13.622
2,26445,-7.9063
2,26448,3.5238
2,26459,14.954
2,26469,14.954
2,26470,3.5238
2,26480,-7.9063
2,26481,-0.28608
2,26487,14.954
2,26502,14.954
2,26509,5.8098
2,26515,-0.28608
2,26517,-7.9063
2,26522,3.5238
2,26526,-7.9063
2,26527,3.5238
2,26528,-0.28608
2,26531,14.954
2,26534,-0.28608
2,26537,14.954
2,26540,-7.9063
2,26541,14.954
2,26544,-15.527
2,26547,14.954
2,26557,3.5238
2,26561,-0.28608
2,26563,-3.3342
2,26569,14.954
2,26582,14.954
2,26588,14.954
2,26592,14.954
2,26602,14.954
2,26639,14.954
2,26642,14.954
2,26647,3.5238
2,26660,-3.3342
2,26664,-0.28608
2,26682,-7.9063
2,26684,-3.3342
2,26692,14.954
2,26693,-13.622
2,26708,-15.527
2,26714,5.8098
2,26720,-21.623
2,26726,3.5238
2,26735,-14.63
2,26736,3.5238
2,26747,14.954
2,26765,14.954
2,26774,-3.3342
2,26778,5.8098
2,26789,-0.28608
2,26793,14.954
2,26799,-3.3342
2,26805,5.8098
2,26839,14.954
2,26876,-7.9063
2,26921,22.574
2,26930,14.954
2,26961,2.9222
2,26982,14.954
2,27002,-7.9063
2,27027,27.422
2,27032,14.954
2,27038,5.8098
2,27057,-15.527
2,27059,5.8098
2,27083,14.954
2,27089,-7.9063
2,27098,-3.3342
2,27109,-23.547
2,27120,3.5238
2,27136,22.574
2,27193,14.954
2,27220,5.8098
2,27229,14.954
2,27324,3.5238
2,27330,14.954
2,27332,-21.623
2,27347,14.954
2,27356,22.574
2,27381,14.954
2,27389,14.954
2,27395,14.954
2,27400,-15.527
2,27410,3.5238
2,27452,3.5238
2,27476,14.954
2,27513,-7.9063
2,27515,14.954
2,27536,3.5238
2,27576,14.954
2,27588,-7.9063
2,27593,22.574
2,27621,22.574
2,27641,14.954
2,27642,-12.479
2,27657,-3.3342
2,27660,-7.9063
2,27689,14.954
2,27702,14.954
2,27732,8.4221
2,27836,14.954
2,27843,-11.172
2,27866,3.5238
2,27938,3.5238
2,27983,-5.8281
2,28021,-0.28608
2,28030,14.954
2,28033,-7.9063
2,28055,-0.28608
2,28064,-7.9063
2,28090,8.4221
2,28116,14.954
2,28154,14.954
2,28163,14.954
2,28168,14.954
2,28188,5.8098
2,28201,-3.3342
2,28272,-21.623
2,28283,14.954
2,28287,3.5238
2,28327,2.4847
2,28367,-3.3342
2,28409,14.954
2,28436,14.954
2,28438,-3.3342
2,28454,-15.527
2,28462,14.954
2,28485,-0.28608
2,28504,-3.3342
2,28510,5.8098
2,28518,-3.3342
2,28525,-3.3342
2,28605,22.574
2,28609,14.954
2,28699,14.954
2,28732,14.954
2,28827,5.8098
2,28879,-3.3342
2,28906,14.954
2,28940,24.097
2,28968,-3.3342
2,29080,-3.3342
2,29085,14.954
2,29189,14.954
2,29212,-5.8281
2,29243,14.954
2,29289,14.954
2,29291,-15.527
2,29329,14.954
2,29330,14.954
2,29417,14.954
2,29458,14.954
2,29476,22.574
2,29485,22.574
2,29535,14.954
2,29547,22.574
2,29555,3.5238
2,29582,-3.3342
2,29589,14.954
2,29630,-3.3342
2,29742,14.954
2,29834,-3.3342
2,30091,14.954
2,30117,14.954
2,30182,14.954
2,30192,14.954
2,30255,21.484
2,30270,14.954
2,30284,5.8098
2,30289,-5.8281
2,30293,-7.9063
2,30319,-7.9063
2,30334,14.954
2,30338,14.954
2,30343,-7.9063
2,30351,14.954
2,30361,14.954
2,30398,-17.05
2,30405,-7.9063
2,30470,-21.623
2,30480,14.954
2,30507,14.954
2,30515,3.5238
2,30524,14.954
2,30545,18.471
2,30552,-3.3342
2,30570,14.954
2,30607,14.954
2,30635,14.954
2,30651,14.954
2,30794,-7.9063
2,30812,14.954
2,30852,3.5238
2,30856,-15.527
2,30871,14.954
2,30927,-7.9063
2,30961,14.954
2,30971,-7.9063
2,31095,-7.9063
2,31126,-5.8281
2,31157,14.954
2,31327,14.954
2,31501,-19.337
2,31568,14.954
2,31682,14.954
2,31772,3.5238
2,31872,14.954
2,31957,14.954
2,32023,14.954
2,32030,3.5238
2,32107,3.5238
2,32181,3.5238
2,32314,14.954
2,32337,-15.527
2,32393,14.954
2,32454,-0.28608
2,32599,-7.9063
2,32676,14.954
2,32818,-7.9063
2,32981,-3.3342
2,33005,14.954
2,33048,-5.8281
2,33100,-7.9063
2,33109,14.954
2,33137,-7.9063
2,33698,-11.172
2,33725,-7.9063
2,33767,14.954
2,33825,14.954
2,33870,14.954
2,33985,8.4221
2,34000,-7.9063
2,34275,14.954
2,34462,14.954
2,34519,14.954
2,34615,5.8098
2,34640,14.954
2,34727,14.954
2,34734,14.954
2,34774,25.113
2,34800,-3.3342
2,34812,-7.9063
2,34851,14.954
2,35096,-3.3342
2,35121,8.4221
2,35244,14.954
2,35263,24.097
2,35276,3.5238
2,35283,5.8098
2,35292,14.954
2,35308,3.5238
2,35315,14.954
2,35324,27.422
2,35326,14.954
2,35346,14.954
2,35348,14.954
2,35355,14.954
2,35370,14.954
2,35390,24.097
2,35454,3.5238
2,35481,14.954
2,35503,14.954
2,35545,-3.3342
2,35573,5.8098
2,35658,14.954
2,35671,14.954
2,35835,14.954
2,35898,14.954
2,36096,3.5238
2,36151,14.954
2,36218,14.954
2,36230,14.954
2,36292,14.954
2,36300,14.954
2,36318,-7.9063
2,36326,-7.9063
2,36365,14.954
2,36474,14.954
2,36566,14.954
2,36919,14.954
2,36932,-11.172
2,37003,14.954
2,37116,14.954
2,37192,3.5238
2,37271,14.954
2,37277,9.2384
2,37283,-6.3824
2,37302,14.954
2,37305,14.954
2,37336,14.954
2,37337,14.954
2,37343,-7.9063
2,37350,-5.8281
2,37363,14.954
2,37377,-7.9063
2,37394,14.954
2,37403,14.954
2,37408,-7.9063
2,37410,-3.3342
2,37427,3.5238
2,37444,14.954
2,37510,14.954
2,37512,14.954
2,37518,-7.9063
2,37524,3.5238
2,37546,14.954
2,37575,14.954
2,37612,-3.3342
2,37613,-3.3342
2,37620,-3.3342
2,37624,-15.527
2,37626,-7.9063
2,37638,14.954
2,37665,14.954
2,37672,-3.3342
2,37678,-15.527
2,37700,3.5238
2,37705,22.574
2,37737,3.5238
2,37797,22.574
2,37829,-3.3342
2,37889,14.954
2,37972,-3.3342
2,38147,-3.3342
2,38276,14.954
2,38418,-3.3342
2,38478,-13.622
2,38483,3.5238
2,38508,19.525
2,38523,-7.9063
2,38559,14.954
2,38598,-0.28608
2,38604,14.954
2,38617,8.4221
2,38640,3.5238
2,38766,-0.28608
2,38793,14.954
2,38816,-7.9063
2,38948,14.954
2,38981,-21.623
2,39016,-15.527
2,39075,14.954
2,39091,-7.9063
2,39099,3.5238
2,39115,-3.3342
2,39233,3.5238
2,39245,22.574
2,39250,-3.3342
2,39264,14.954
2,39363,14.954
2,39370,-7.9063
2,39405,14.954
2,39474,-3.3342
2,39482,14.954
2,39517,14.954
2,39565,-7.9063
2,39593,-3.3342
2,39597,3.5238
2,39615,-7.9063
2,39660,-3.3342
2,39674,5.8098
2,39676,22.574
2,39714,10.797
2,39730,14.954
2,39763,14.954
2,39798,-7.9063
2,39830,22.574
2,39899,14.954
2,40016,14.954
2,40039,14.954
2,40219,-3.3342
2,40234,14.954
2,40464,3.5238
2,40777,14.954
2,40819,-7.9063
2,40832,3.5238
2,40836,14.954
2,40845,14.954
2,40858,14.954
2,40872,-7.9063
2,40874,14.954
2,40884,14.954
2,40889,5.8098
2,40942,-3.3342
2,40975,14.954
2,41141,14.954
2,41198,3.5238
2,41238,-0.28608
2,41315,14.954
2,41605,14.954
2,41635,14.954
2,41683,14.954
2,41714,14.954
2,41761,-2.6308
2,41771,-15.527
2,41797,14.954
2,41813,14.954
2,41857,-7.9063
2,41868,14.954
2,41871,14.954
2,41903,3.5238
2,41944,14.954
2,41956,-3.3342
2,41957,5.8098
2,41984,14.954
2,41985,14.954
2,42053,14.954
2,42056,3.5238
2,42079,14.954
2,42091,14.954
2,42104,-0.28608
2,42279,3.5238
2,42305,14.954
2,42319,14.954
2,42371,14.954
2,42375,3.5238
2,42412,3.5238
2,42418,-7.9063
2,42482,14.954
2,42492,-3.3342
2,42557,14.954
2,42574,-3.3342
2,42602,4.068
2,42638,24.097
2,42654,-0.28608
2,42714,-7.9063
2,42719,14.954
2,42728,14.954
2,42765,-7.9063
2,42853,27.422
2,43026,14.954
2,43158,14.954
2,43299,-3.3342
2,43313,14.954
2,43340,-3.3342
2,43378,3.5238
2,43536,-11.172
2,43612,-7.9063
2,43691,14.954
2,43692,-7.9063
2,43800,26.382
2,43831,14.954
2,43856,-3.3342
2,43883,14.954
2,43922,11.143
2,43987,3.5238
2,43994,14.954
2,44519,14.954
2,44632,14.954
2,44671,5.8098
2,44690,14.954
2,44784,-3.3342
2,44806,-7.9063
2,44955,-7.9063
2,45117,9.2384
2,45165,14.954
2,45230,14.954
2,45243,14.954
2,45260,14.954
2,45272,-3.3342
2,45290,14.954
2,45301,-13.622
2,45313,14.954
2,45325,14.954
2,45341,14.954
2,45343,-11.172
2,45362,14.954
2,45379,-7.9063
2,45401,14.954
2,45421,14.954
2,45451,-3.3342
2,45457,5.8098
2,45458,-3.3342
2,45475,14.954
2,45514,-3.3342
2,45523,4.7939
2,45532,14.954
2,45616,24.097
2,45637,14.954
