Video,ObjectID,C
2,9706,14.954
2,9709,-7.9063
2,9720,14.954
2,9725,14.954
2,9730,3.5238
2,9733,22.574
2,9740,3.5238
2,9741,14.954
2,9745,22.574
2,9746,14.954
2,9748,14.954
2,9750,5.8098
2,9755,3.5238
2,9756,11.143
2,9777,14.954
2,9788,-15.527
2,9791,3.5238
2,9814,14.954
2,9818,18.471
2,9862,14.954
2,9879,14.954
2,9911,14.954
2,9928,3.5238
2,9946,9.8732
2,9973,3.5238
2,9983,14.954
2,10005,-7.9063
2,10020,3.5238
2,10022,14.954
2,10037,14.954
2,10042,14.954
2,10052,14.954
2,10062,14.954
2,10075,14.954
2,10085,3.5238
2,10096,3.5238
2,10128,14.954
2,10132,-7.9063
2,10150,14.954
2,10206,-7.9063
2,10215,14.954
2,10227,14.954
2,10238,-7.9063
2,10247,14.954
2,10289,14.954
2,10319,-20.97
2,10323,14.954
2,10333,3.5238
2,10335,-7.9063
2,10337,14.954
2,10340,14.954
2,10343,3.5238
2,10346,-0.28608
2,10372,3.5238
2,10373,14.954
2,10377,3.5238
2,10437,8.4221
2,10438,14.954
2,10490,14.954
2,10501,3.5238
2,10506,-7.9063
2,10547,22.574
2,10552,14.954
2,10566,14.954
2,10573,14.954
2,10630,-0.28608
2,10642,14.954
2,10725,14.954
2,10864,14.954
2,10885,14.954
2,10962,14.954
2,11020,-0.28608
2,11051,14.954
2,11080,14.954
2,11101,14.954
2,11161,14.954
2,11165,-3.3342
2,11166,-11.172
2,11168,-15.527
2,11198,-11.172
2,11202,-15.527
2,11204,14.954
2,11208,3.5238
2,11234,-15.527
2,11244,14.954
2,11249,5.8098
2,11269,22.574
2,11270,9.2384
2,11331,3.5238
2,11350,14.954
2,11362,14.954
2,11390,14.954
2,11405,3.5238
2,11419,-19.337
2,11425,14.954
2,11435,3.5238
2,11458,-7.9063
2,11462,14.954
2,11468,3.5238
2,11482,-15.527
2,11497,-3.3342
2,11508,14.954
2,11525,-7.9063
2,11526,24.097
2,11529,5.8098
2,11537,24.097
2,11585,3.5238
2,11594,14.954
2,11597,14.954
2,11598,-3.3342
2,11601,14.954
2,11609,3.5238
2,11618,-7.9063
2,11636,14.954
2,11654,14.954
2,11679,14.954
2,11687,-15.527
2,11698,8.4221
2,11712,14.954
2,11756,14.954
2,11763,8.4221
2,11765,3.5238
2,11774,5.8098
2,11812,14.954
2,11869,3.5238
2,11881,14.954
2,11907,22.574
2,11973,22.574
2,11988,5.8098
2,12008,14.954
2,12029,-15.527
2,12031,3.5238
2,12036,3.5238
2,12055,14.954
2,12061,14.954
2,12064,14.954
2,12080,3.5238
2,12081,14.954
2,12086,14.954
2,12103,14.954
2,12126,14.954
2,12176,14.954
2,12211,3.5238
2,12228,-7.9063
2,12236,-3.3342
2,12254,5.8098
2,12257,3.5238
2,12263,-3.3342
2,12274,-7.9063
2,12278,-11.172
2,12289,-3.3342
2,12302,14.954
2,12322,-15.527
2,12324,14.954
2,12328,14.954
2,12338,-3.3342
2,12383,14.954
2,12400,14.954
2,12402,-7.9063
2,12405,3.5238
2,12429,14.954
2,12492,14.954
2,12551,5.8098
2,12554,14.954
2,12555,14.954
2,12561,-7.9063
2,12588,14.954
2,12590,14.954
2,12602,-7.9063
2,12615,14.954
2,12627,14.954
2,12628,-4.2191
2,12647,3.5238
2,12655,-0.28608
2,12680,14.954
2,12681,22.574
2,12694,-15.527
2,12703,-0.28608
2,12726,3.5238
2,12754,-3.3342
2,12780,3.5238
2,12793,14.954
2,12810,14.954
2,12824,14.954
2,12834,14.954
2,12836,-7.9063
2,12863,22.574
2,12874,3.5238
2,12884,14.954
2,12889,14.954
2,12900,14.954
2,12905,3.5238
2,12912,-3.3342
2,12921,-19.337
2,12927,-7.9063
2,12944,14.954
2,12987,-7.9063
2,12999,3.5238
2,13057,14.954
2,13063,14.954
2,13142,14.954
2,13188,14.954
2,13195,-3.3342
2,13281,14.954
2,13287,14.954
2,13291,-10.888
2,13300,14.954
2,13308,14.954
2,13315,5.1567
2,13318,14.954
2,13325,14.954
2,13326,3.5238
2,13349,-11.172
2,13406,14.954
2,13411,14.954
2,13417,-1.6716
2,13432,-7.9063
2,13448,3.5238
2,13453,14.954
2,13504,-7.9063
2,13509,14.954
2,13530,14.954
2,13549,14.954
2,13560,14.954
2,13586,14.954
2,13587,5.8098
2,13606,14.954
2,13628,14.954
2,13677,3.5238
2,13692,14.954
2,13693,-11.172
2,13696,14.954
2,13703,3.5238
2,13729,14.954
2,13730,-15.527
2,13764,14.954
2,13786,-7.9063
2,13790,14.954
2,13797,-7.9063
2,13868,-3.3342
2,13942,2.4847
2,13952,-3.3342
2,13978,-7.9063
2,13986,3.5238
2,14021,-0.28608
2,14049,5.8098
2,14070,14.954
2,14087,-7.9063
2,14094,-0.28608
2,14115,14.954
2,14118,14.954
2,14132,14.954
2,14158,14.954
2,14182,14.954
2,14189,14.954
2,14230,3.5238
2,14306,14.954
2,14311,14.954
2,14353,14.954
2,14357,14.954
2,14375,-3.3342
2,14415,22.574
2,14416,-7.9063
2,14435,-3.3342
2,14514,22.574
2,14576,3.5238
2,14601,14.954
2,14630,14.954
2,14652,14.954
2,14674,-3.3342
2,14822,-5.8281
2,14836,14.954
2,14939,8.4221
2,14946,3.5238
2,14981,14.954
2,15038,14.954
2,15057,14.954
2,15074,5.8098
2,15128,-11.172
2,15129,-3.3342
2,15142,14.954
2,15154,14.954
2,15156,-17.05
2,15187,8.4221
2,15209,-7.9063
2,15210,14.954
2,15223,3.5238
2,15245,-7.9063
2,15247,-7.9063
2,15250,14.954
2,15260,14.954
2,15266,24.097
2,15311,-7.9063
2,15398,22.574
2,15415,14.954
2,15430,-0.28608
2,15479,14.954
2,15484,-15.527
2,15507,3.5238
2,15540,14.954
2,15571,14.954
2,15656,14.954
2,15772,14.954
2,15790,-7.9063
2,15793,-11.172
2,15810,14.954
2,15861,-15.527
2,15921,9.8732
2,15936,-7.9063
2,15961,14.954
2,15974,0.66643
2,15981,14.954
2,16013,14.954
2,16023,-0.28608
2,16047,14.954
2,16061,14.954
2,16068,14.954
2,16140,3.5238
2,16176,14.954
2,16281,14.954
2,16327,-3.3342
2,16384,14.954
2,16531,14.954
2,16609,-3.3342
2,16633,-7.9063
2,16645,14.954
2,16866,-18.298
2,17001,-0.28608
2,17005,14.954
2,17034,14.954
2,17083,14.954
2,17091,-11.172
2,17129,-3.3342
2,17150,14.954
2,17166,14.954
2,17245,14.954
2,17292,14.954
2,17294,-3.3342
2,17341,-0.28608
2,17397,14.954
2,17473,3.5238
2,17487,14.954
2,17510,14.954
2,17671,14.954
2,18010,14.954
2,18108,3.5238
2,18146,-7.9063
2,18282,14.954
2,18313,-3.3342
2,18316,-13.622
2,18335,14.954
2,18376,14.954
2,18440,3.5238
2,18477,-7.9063
2,18486,5.8098
2,18564,-15.527
2,18591,14.954
2,18610,-9.6649
2,18633,27.422
2,18640,5.8098
2,18641,14.954
2,18675,3.5238
2,18681,22.574
2,18741,14.954
2,18748,3.5238
2,18754,14.954
2,18812,-3.3342
2,18825,14.954
2,18835,-7.9063
2,18853,14.954
2,18863,-21.623
2,18880,14.954
2,18905,14.954
2,18989,14.954
2,19026,14.954
2,19031,3.5238
2,19048,14.954
2,19051,14.954
2,19134,-3.3342
2,19170,14.954
2,19182,-7.9063
2,19191,14.954
2,19249,14.954
2,19254,14.954
2,19298,14.954
2,19302,14.954
2,19303,14.954
2,19363,9.2384
2,19450,3.5238
2,19486,14.954
2,19551,14.954
2,19560,14.954
2,19585,-11.172
2,19589,3.5238
2,19604,14.954
2,19608,-7.9063
2,19616,-3.3342
2,19618,3.5238
2,19625,3.5238
2,19629,14.954
2,19632,9.8732
2,19644,14.954
2,19653,3.5238
2,19673,-15.527
2,19677,5.8098
2,19695,14.954
2,19696,3.5238
2,19706,25.504
2,19743,14.954
2,19748,14.954
2,19789,14.954
2,19819,-1.6716
2,19836,-3.3342
2,19842,5.8098
2,19855,14.954
2,19863,-7.9063
2,19874,14.954
2,19875,14.954
2,19902,14.954
2,19920,5.8098
2,19929,14.954
2,19949,14.954
2,19991,24.097
2,20004,-7.9063
2,20131,14.954
2,20158,-7.9063
2,20161,-7.9063
2,20164,14.954
2,20210,14.954
2,20232,14.954
2,20237,-3.3342
2,20566,14.954
2,20651,14.954
2,20671,14.954
2,20705,-3.3342
2,20775,14.954
2,20887,14.954
2,20916,14.954
2,20927,14.954
2,20944,14.954
2,20964,14.954
2,21010,14.954
2,21244,14.954
2,21274,5.8098
2,21326,14.954
2,21356,14.954
2,21485,-7.9063
2,21553,14.954
2,21599,14.954
2,21611,14.954
2,21658,-7.9063
2,21694,14.954
2,21793,3.5238
2,21807,8.4221
2,21863,14.954
2,21917,14.954
2,21919,14.954
2,21988,14.954
2,22112,-3.3342
2,22123,8.4221
2,22162,11.436
2,22197,-3.3342
2,22336,14.954
2,22376,-3.3342
2,22395,3.5238
2,22654,-7.9063
2,22693,-3.3342
2,22754,-3.3342
2,23269,14.954
2,23273,14.954
2,23331,14.954
2,23476,14.954
2,23581,-3.3342
2,23594,3.5238
2,23603,24.097
2,23634,21.484
2,23643,14.954
2,23658,27.422
2,23670,14.954
2,23692,14.954
2,23710,22.574
2,23736,22.574
2,23746,14.954
2,23790,14.954
2,23803,4.7939
2,23820,14.954
2,23831,-3.3342
2,23848,14.954
2,23858,14.954
2,23883,14.954
2,23884,14.954
2,23912,-7.9063
2,23923,14.954
2,23952,14.954
2,24055,-12.479
2,24213,3.5238
2,24262,3.5238
2,24404,14.954
2,24416,14.954
2,24440,14.954
2,24443,14.954
2,24444,3.5238
2,24460,14.954
2,24476,-7.9063
2,24489,14.954
2,24588,14.954
2,24603,14.954
2,24607,14.954
2,24612,14.954
2,24624,14.954
2,24626,5.8098
2,24627,14.954
2,24637,14.954
2,24638,3.5238
2,24647,14.954
2,24658,14.954
2,24659,7.7347
2,24690,14.954
2,24716,14.954
2,24844,-7.9063
2,24928,14.954
2,24955,-7.9063
2,24971,-5.8281
2,24974,-0.28608
2,24982,3.5238
2,24998,2.9222
2,25000,-12.479
2,25016,-3.3342
2,25037,-0.28608
2,25039,-0.28608
2,25040,6.8855
2,25045,14.954
2,25051,5.8098
2,25063,-3.3342
2,25068,22.574
2,25094,22.574
2,25100,14.954
2,25106,-4.6406
2,25116,-3.3342
2,25139,3.5238
2,25154,8.4221
2,25162,14.954
2,25171,-3.3342
2,25195,3.5238
2,25199,14.954
2,25210,14.954
2,25217,-11.172
2,25239,14.954
2,25243,-3.3342
2,25264,-7.9063
2,25289,8.4221
2,25301,3.5238
2,25306,-3.3342
2,25310,-3.3342
2,25317,-15.527
2,25362,-3.3342
2,25363,14.954
2,25375,5.8098
2,25393,14.954
2,25409,-4.0962
2,25412,14.954
2,25428,-11.172
2,25429,14.954
2,25448,-3.3342
2,25458,-0.28608
2,25472,14.954
2,25484,-19.337
2,25493,14.954
2,25516,14.954
2,25518,14.954
2,25519,14.954
2,25522,-0.28608
2,25534,3.5238
2,25549,-11.172
2,25558,-3.3342
2,25571,14.954
2,25577,5.8098
2,25579,-7.9063
2,25586,5.8098
2,25609,-7.9063
2,25637,-0.28608
2,25640,-3.3342
2,25665,14.954
2,25679,14.954
2,25703,24.097
2,25706,-3.3342
2,25716,-0.28608
2,25745,14.954
2,25752,-7.9063
2,25759,14.954
2,25797,5.8098
2,25799,-7.9063
2,25802,14.954
2,25808,-15.527
2,25855,14.954
2,25859,5.8098
2,25861,14.954
2,25862,5.8098
2,25876,-3.3342
2,25878,-21.623
2,25886,-3.3342
2,25893,3.5238
2,25905,-3.3342
2,25910,-0.28608
2,25917,14.954
2,25921,14.954
2,25930,-3.3342
2,25933,14.954
2,25951,3.5238
2,25975,-3.3342
2,25998,-7.9063
2,26006,-3.3342
2,26013,-3.3342
2,26016,-7.9063
2,26018,14.954
2,26031,14.954
2,26057,-15.527
2,26074,5.8098
2,26082,-11.172
2,26095,3.5238
2,26104,14.954
2,26107,-5.8281
2,26113,-3.3342
2,26137,14.954
2,26143,-14.63
