2,2087,0,60
2,11523,0,60
2,11622,0,60
2,12224,2,1.1103e-16
2,12252,0,60
2,12259,0,60
2,12274,0,60
2,12287,0,60
2,12301,0,60
2,12328,0.99998,8.8822e-16
2,12352,29.998,4.4411e-16
2,12387,29.998,8.8822e-16
2,12405,2,4.4411e-16
2,19918,0,60
2,19934,0,60
2,19949,0,60
2,20927,3.9999,4.4411e-16
2,20944,29.998,8.8822e-16
2,21611,2,2.2205e-16
2,21632,0,60
2,21658,29.998,8.8822e-16
2,21697,0,60
2,24797,0,60
2,24826,0,60
2,24844,0,60
2,24906,0,60
2,24928,0,60
2,24962,0,60
2,24971,0,60
2,25072,0,60
2,25143,29.998,2.2205e-16
2,25218,0,60
2,25240,0,60
2,25248,0,60
2,28830,0,60
2,29630,2,2.2205e-16
2,34774,3.9999,8.8822e-16
2,35395,0,60
2,35793,0,60
